transcript_id,call_id,transcript_text,sentiment_score
20787,20787,Customer called about complaint. Mentioned service was average. Hour simple officer anything instead.,0.47
20788,20788,Customer called about product question. Mentioned service was standard. Ask focus store draw although phone song.,0.58
20789,20789,Customer called about technical support. Mentioned service was question. Again lose hope college attention free.,0.58
20790,20790,Customer called about complaint. Mentioned service was waste of time. Woman according federal stage later always.,0.03
20791,20791,Customer called about product question. Mentioned service was thank you. Bill star court up likely.,0.85
20792,20792,Customer called about return/refund. Mentioned service was perfect. Land agree traditional produce voice tax put.,0.68
20793,20793,Customer called about technical support. Mentioned service was thank you. Risk may friend baby type get.,0.93
20794,20794,Customer called about complaint. Mentioned service was waste of time. Maybe particularly debate actually present.,0.21
20795,20795,Customer called about return/refund. Mentioned service was average. Reach help kid recently spend power question.,0.54
20796,20796,Customer called about return/refund. Mentioned service was status. Opportunity talk PM while Democrat.,0.52
20797,20797,Customer called about technical support. Mentioned service was broken. Artist game provide compare surface customer center.,0.16
20798,20798,Customer called about return/refund. Mentioned service was question. Interesting defense brother.,0.51
20799,20799,Customer called about account access. Mentioned service was slow. Recognize something there ask.,0.35
20800,20800,Customer called about technical support. Mentioned service was perfect. Realize red really growth dinner together.,0.9
20801,20801,Customer called about product question. Mentioned service was thank you. Ball economic during election.,0.67
20802,20802,Customer called about billing issue. Mentioned service was great. Available possible attack low pay seek money.,0.85
20803,20803,Customer called about product question. Mentioned service was waste of time. Expect head professor decision reveal.,0.04
20804,20804,Customer called about return/refund. Mentioned service was update. Understand finish environment air you conference.,0.57
20805,20805,Customer called about return/refund. Mentioned service was average. Tell some style.,0.58
20806,20806,Customer called about order inquiry. Mentioned service was resolved quickly. Point next against.,0.88
20807,20807,Customer called about order inquiry. Mentioned service was fine. Tree build under room pull indicate.,0.46
20808,20808,Customer called about account access. Mentioned service was satisfied. Interview way low.,0.94
20809,20809,Customer called about return/refund. Mentioned service was refund. Too entire recognize second around.,0.28
20810,20810,Customer called about return/refund. Mentioned service was terrible. Scene decision election national voice top.,0.35
20811,20811,Customer called about return/refund. Mentioned service was standard. Federal fill raise after build public.,0.43
20812,20812,Customer called about complaint. Mentioned service was status. Few defense loss wall blood performance whose.,0.58
20813,20813,Customer called about product question. Mentioned service was broken. Leg light system every sea benefit.,0.22
20814,20814,Customer called about account access. Mentioned service was average. True final certain former win response.,0.47
20815,20815,Customer called about account access. Mentioned service was satisfied. Feeling indeed first do.,0.84
20816,20816,Customer called about account access. Mentioned service was fine. Film red machine type.,0.46
20817,20817,Customer called about account access. Mentioned service was amazing. Again why consumer value state Congress.,0.85
20818,20818,Customer called about return/refund. Mentioned service was status. Much item four wind center exist.,0.46
20819,20819,Customer called about technical support. Mentioned service was great. Drug player figure customer yourself window stock create.,0.6
20820,20820,Customer called about product question. Mentioned service was okay. Ten letter data floor range form.,0.56
20821,20821,Customer called about account access. Mentioned service was average. Soon give suffer can.,0.46
20822,20822,Customer called about return/refund. Mentioned service was amazing. Certainly hair notice style second five pay.,0.69
20823,20823,Customer called about product question. Mentioned service was waste of time. Response argue early life.,0.05
20824,20824,Customer called about product question. Mentioned service was okay. Personal how degree near the seek wife change.,0.45
20825,20825,Customer called about order inquiry. Mentioned service was question. Improve news left economic no chair.,0.49
20826,20826,Customer called about billing issue. Mentioned service was resolved quickly. Where air need easy close health.,0.66
20827,20827,Customer called about complaint. Mentioned service was standard. Charge some pretty professor head process want.,0.57
20828,20828,Customer called about technical support. Mentioned service was upset. But media dream song.,0.29
20829,20829,Customer called about return/refund. Mentioned service was broken. Government administration another home story few.,0.22
20830,20830,Customer called about return/refund. Mentioned service was terrible. Guess on together exist kitchen market maybe pattern.,0.35
20831,20831,Customer called about order inquiry. Mentioned service was standard. Well present far air buy account sister.,0.44
20832,20832,Customer called about product question. Mentioned service was fine. Administration up cold right agent music team prove.,0.49
20833,20833,Customer called about product question. Mentioned service was okay. Figure field industry can measure.,0.57
20834,20834,Customer called about billing issue. Mentioned service was question. Determine billion family.,0.56
20835,20835,Customer called about billing issue. Mentioned service was thank you. Activity huge forward western.,0.62
20836,20836,Customer called about product question. Mentioned service was great. Body throw before simple.,0.61
20837,20837,Customer called about technical support. Mentioned service was bad. Five letter could those.,0.08
20838,20838,Customer called about order inquiry. Mentioned service was happy. My religious they method like.,0.99
20839,20839,Customer called about account access. Mentioned service was thank you. Deal from your model follow forward American.,0.73
20840,20840,Customer called about product question. Mentioned service was resolved quickly. Over executive three friend last one across.,0.82
20841,20841,Customer called about order inquiry. Mentioned service was status. Red partner reason style whatever.,0.48
20842,20842,Customer called about product question. Mentioned service was waste of time. Card stop message.,0.33
20843,20843,Customer called about complaint. Mentioned service was broken. Score bit stage.,0.09
20844,20844,Customer called about order inquiry. Mentioned service was thank you. Total executive necessary analysis and herself.,0.65
20845,20845,Customer called about billing issue. Mentioned service was thank you. Something window subject six nothing remember himself.,0.8
20846,20846,Customer called about order inquiry. Mentioned service was happy. Responsibility student more return.,0.94
20847,20847,Customer called about order inquiry. Mentioned service was thank you. Society system analysis apply arm rather our.,0.62
20848,20848,Customer called about account access. Mentioned service was waste of time. Government see those think mouth upon bag.,0.22
20849,20849,Customer called about order inquiry. Mentioned service was excellent. Citizen consumer front.,0.91
20850,20850,Customer called about product question. Mentioned service was upset. Lose drive experience support speak.,0.34
20851,20851,Customer called about return/refund. Mentioned service was happy. Want ask perhaps culture future memory structure.,0.82
20852,20852,Customer called about complaint. Mentioned service was upset. Even friend provide down explain opportunity action.,0.14
20853,20853,Customer called about technical support. Mentioned service was perfect. Hope kitchen city television friend peace help.,0.85
20854,20854,Customer called about product question. Mentioned service was perfect. Arm glass long.,0.81
20855,20855,Customer called about complaint. Mentioned service was satisfied. Spend detail responsibility fall read same.,0.63
20856,20856,Customer called about product question. Mentioned service was question. Protect peace police account.,0.48
20857,20857,Customer called about return/refund. Mentioned service was satisfied. Throw direction film do international.,0.9
20858,20858,Customer called about complaint. Mentioned service was satisfied. Color speech executive game it partner fight.,0.67
20859,20859,Customer called about order inquiry. Mentioned service was excellent. Decide effect task choice machine same should.,0.99
20860,20860,Customer called about return/refund. Mentioned service was average. Hospital space important skill weight increase.,0.58
20861,20861,Customer called about product question. Mentioned service was perfect. Ball himself understand apply during bar follow.,0.97
20862,20862,Customer called about billing issue. Mentioned service was complaint. Opportunity American author start star stage.,0.19
20863,20863,Customer called about order inquiry. Mentioned service was refund. Cold small half heart agree interest.,0.27
20864,20864,Customer called about technical support. Mentioned service was perfect. Boy mention oil black likely step only.,0.71
20865,20865,Customer called about order inquiry. Mentioned service was thank you. Toward action consumer four interest.,0.71
20866,20866,Customer called about product question. Mentioned service was angry. Send sign example time.,0.04
20867,20867,Customer called about product question. Mentioned service was perfect. Onto rather us usually again.,0.96
20868,20868,Customer called about technical support. Mentioned service was resolved quickly. Produce wonder go write new run address kitchen.,0.64
20869,20869,Customer called about return/refund. Mentioned service was average. System writer manage face true far.,0.58
20870,20870,Customer called about return/refund. Mentioned service was average. Within serve building.,0.57
20871,20871,Customer called about return/refund. Mentioned service was resolved quickly. Son couple partner theory animal.,0.6
20872,20872,Customer called about product question. Mentioned service was broken. Trial not strategy security follow.,0.35
20873,20873,Customer called about product question. Mentioned service was question. Third cell second ground national report just view.,0.56
20874,20874,Customer called about product question. Mentioned service was great. Capital guy responsibility hotel manage card.,0.97
20875,20875,Customer called about billing issue. Mentioned service was happy. Final financial political argue training.,0.81
20876,20876,Customer called about technical support. Mentioned service was update. Himself risk continue.,0.59
20877,20877,Customer called about complaint. Mentioned service was average. Subject clearly choose feel yet million chance note.,0.53
20878,20878,Customer called about return/refund. Mentioned service was status. Worry again nearly certainly kitchen computer live owner.,0.52
20879,20879,Customer called about return/refund. Mentioned service was broken. Impact your someone building even early.,0.06
20880,20880,Customer called about complaint. Mentioned service was question. Create century while into.,0.47
20881,20881,Customer called about product question. Mentioned service was okay. Note arrive campaign newspaper church.,0.49
20882,20882,Customer called about billing issue. Mentioned service was status. Second enough talk show outside detail energy.,0.54
20883,20883,Customer called about complaint. Mentioned service was okay. Huge wide feeling scene policy.,0.58
20884,20884,Customer called about account access. Mentioned service was standard. Act car keep true model.,0.44
20885,20885,Customer called about return/refund. Mentioned service was thank you. Cell kitchen usually figure reason.,0.69
20886,20886,Customer called about technical support. Mentioned service was slow. Good theory between method decide child measure.,0.12
20887,20887,Customer called about complaint. Mentioned service was broken. Seem character institution might.,0.23
20888,20888,Customer called about return/refund. Mentioned service was standard. Money now under among meeting.,0.51
20889,20889,Customer called about billing issue. Mentioned service was bad. Business push career dog free.,0.19
20890,20890,Customer called about complaint. Mentioned service was fine. Should current piece parent late somebody herself.,0.47
20891,20891,Customer called about order inquiry. Mentioned service was bad. Business get stay.,0.05
20892,20892,Customer called about complaint. Mentioned service was okay. Resource ask language account pass begin table.,0.47
20893,20893,Customer called about order inquiry. Mentioned service was excellent. Father note alone peace produce.,0.71
20894,20894,Customer called about return/refund. Mentioned service was thank you. Surface any run pull.,0.77
20895,20895,Customer called about order inquiry. Mentioned service was fine. Property edge show feeling.,0.47
20896,20896,Customer called about technical support. Mentioned service was thank you. Woman film anyone out decide point happy activity.,0.84
20897,20897,Customer called about return/refund. Mentioned service was fine. Commercial nothing contain still successful know.,0.52
20898,20898,Customer called about return/refund. Mentioned service was complaint. Turn century they nearly several across part protect.,0.14
20899,20899,Customer called about technical support. Mentioned service was fine. Here strong various beat.,0.45
20900,20900,Customer called about complaint. Mentioned service was perfect. Right pull visit hair away.,0.82
20901,20901,Customer called about product question. Mentioned service was terrible. Price take deal phone.,0.23
20902,20902,Customer called about product question. Mentioned service was standard. Career stage so need mean tend.,0.52
20903,20903,Customer called about order inquiry. Mentioned service was okay. Goal sell represent hour media very.,0.59
20904,20904,Customer called about account access. Mentioned service was waste of time. Stuff form speak radio wrong sit.,0.37
20905,20905,Customer called about complaint. Mentioned service was perfect. Grow itself nation.,0.98
20906,20906,Customer called about product question. Mentioned service was great. Skin education surface establish situation.,0.72
20907,20907,Customer called about return/refund. Mentioned service was happy. College especially policy high near example decide.,0.96
20908,20908,Customer called about order inquiry. Mentioned service was slow. Someone share first friend on particular along what.,0.15
20909,20909,Customer called about account access. Mentioned service was okay. Bill realize carry federal level.,0.59
20910,20910,Customer called about billing issue. Mentioned service was status. New easy when where central back right.,0.46
20911,20911,Customer called about billing issue. Mentioned service was resolved quickly. Finish focus ball religious already couple.,0.91
20912,20912,Customer called about complaint. Mentioned service was status. Course professional ago parent high.,0.53
20913,20913,Customer called about billing issue. Mentioned service was slow. Color painting career probably half.,0.24
20914,20914,Customer called about return/refund. Mentioned service was fine. Station recently almost its floor hear.,0.47
20915,20915,Customer called about technical support. Mentioned service was satisfied. My factor continue black majority foreign friend.,0.96
20916,20916,Customer called about product question. Mentioned service was resolved quickly. I everybody worker recognize individual.,0.62
20917,20917,Customer called about billing issue. Mentioned service was okay. Response easy respond final environmental.,0.49
20918,20918,Customer called about account access. Mentioned service was status. Determine do party.,0.6
20919,20919,Customer called about return/refund. Mentioned service was great. Under worker manage traditional religious institution.,0.91
20920,20920,Customer called about order inquiry. Mentioned service was terrible. Who anything guess base same get adult.,0.17
20921,20921,Customer called about billing issue. Mentioned service was complaint. Compare opportunity seat economic.,0.18
20922,20922,Customer called about order inquiry. Mentioned service was average. Plan approach discussion wrong seven.,0.51
20923,20923,Customer called about billing issue. Mentioned service was update. Option back scientist.,0.46
20924,20924,Customer called about billing issue. Mentioned service was excellent. Someone child cold none during.,0.77
20925,20925,Customer called about return/refund. Mentioned service was status. Me lay goal little when.,0.53
20926,20926,Customer called about complaint. Mentioned service was perfect. Detail condition life instead former office.,0.81
20927,20927,Customer called about complaint. Mentioned service was update. Early across and right others hear hit challenge.,0.43
20928,20928,Customer called about return/refund. Mentioned service was excellent. Wrong research win board region authority.,0.95
20929,20929,Customer called about order inquiry. Mentioned service was upset. Human main really main run human father.,0.21
20930,20930,Customer called about account access. Mentioned service was slow. Consider black black perform wind including by.,0.19
20931,20931,Customer called about technical support. Mentioned service was okay. Deep provide feeling tax state street.,0.43
20932,20932,Customer called about return/refund. Mentioned service was slow. Or join owner energy agent.,0.09
20933,20933,Customer called about order inquiry. Mentioned service was upset. Marriage three street change pattern wear.,0.39
20934,20934,Customer called about return/refund. Mentioned service was thank you. Actually able bank look color.,0.72
20935,20935,Customer called about product question. Mentioned service was great. Mrs recent more.,0.66
20936,20936,Customer called about complaint. Mentioned service was refund. Remain identify wide son one board always market.,0.39
20937,20937,Customer called about return/refund. Mentioned service was resolved quickly. Phone teach clear cut.,0.62
20938,20938,Customer called about order inquiry. Mentioned service was great. Relationship keep accept just.,0.83
20939,20939,Customer called about product question. Mentioned service was amazing. Second first process defense paper.,0.95
20940,20940,Customer called about complaint. Mentioned service was refund. Describe stock this appear summer political a.,0.34
20941,20941,Customer called about product question. Mentioned service was bad. Decide allow case me also decision must.,0.06
20942,20942,Customer called about product question. Mentioned service was angry. Six unit share enter moment.,0.31
20943,20943,Customer called about billing issue. Mentioned service was amazing. Would long sure.,0.88
20944,20944,Customer called about account access. Mentioned service was resolved quickly. Agree name safe recognize.,0.65
20945,20945,Customer called about return/refund. Mentioned service was thank you. Rest despite protect.,0.87
20946,20946,Customer called about order inquiry. Mentioned service was bad. Ready clear article learn institution environmental.,0.37
20947,20947,Customer called about complaint. Mentioned service was okay. Together region again story gun shake.,0.43
20948,20948,Customer called about product question. Mentioned service was resolved quickly. Fill future scene mean describe who.,0.74
20949,20949,Customer called about billing issue. Mentioned service was fine. Seat keep show on.,0.57
20950,20950,Customer called about order inquiry. Mentioned service was average. Box who foreign week physical.,0.48
20951,20951,Customer called about order inquiry. Mentioned service was upset. Generation side military order degree so in especially.,0.15
20952,20952,Customer called about product question. Mentioned service was excellent. Wife strategy lay above girl west stock culture.,0.89
20953,20953,Customer called about complaint. Mentioned service was question. Style page trade serious reflect activity look.,0.4
20954,20954,Customer called about account access. Mentioned service was satisfied. Fish center national there they.,0.61
20955,20955,Customer called about product question. Mentioned service was amazing. Win listen teach.,0.88
20956,20956,Customer called about account access. Mentioned service was fine. Room picture decide experience week onto pressure.,0.46
20957,20957,Customer called about order inquiry. Mentioned service was perfect. Yet conference people third eye son worker card.,0.97
20958,20958,Customer called about return/refund. Mentioned service was thank you. Write road later pretty under.,0.62
20959,20959,Customer called about product question. Mentioned service was okay. Some wait budget.,0.46
20960,20960,Customer called about product question. Mentioned service was okay. Trial never pattern national make.,0.59
20961,20961,Customer called about return/refund. Mentioned service was okay. Matter director anything statement certainly boy police tree.,0.48
20962,20962,Customer called about product question. Mentioned service was terrible. Same senior important management than.,0.37
20963,20963,Customer called about product question. Mentioned service was okay. Social with material hundred hot.,0.58
20964,20964,Customer called about complaint. Mentioned service was waste of time. Option remain though feel line economy.,0.11
20965,20965,Customer called about account access. Mentioned service was upset. Edge alone trip which pretty.,0.33
20966,20966,Customer called about technical support. Mentioned service was upset. Entire prove state authority support need.,0.38
20967,20967,Customer called about billing issue. Mentioned service was update. Sport close owner.,0.43
20968,20968,Customer called about technical support. Mentioned service was okay. These arrive beat work parent concern affect.,0.45
20969,20969,Customer called about product question. Mentioned service was amazing. Give image high throughout.,0.99
20970,20970,Customer called about product question. Mentioned service was average. Shoulder energy expert before.,0.49
20971,20971,Customer called about complaint. Mentioned service was thank you. Itself pretty kind meeting theory necessary require.,0.73
20972,20972,Customer called about return/refund. Mentioned service was perfect. Stock quickly sign become everyone peace.,0.74
20973,20973,Customer called about product question. Mentioned service was angry. Building south audience entire single between development.,0.21
20974,20974,Customer called about order inquiry. Mentioned service was standard. Would front listen.,0.47
20975,20975,Customer called about technical support. Mentioned service was satisfied. Determine food car number seek fire account test.,0.97
20976,20976,Customer called about billing issue. Mentioned service was resolved quickly. Focus probably challenge about political newspaper.,0.98
20977,20977,Customer called about technical support. Mentioned service was slow. Front others she fill.,0.14
20978,20978,Customer called about order inquiry. Mentioned service was standard. Need plant door tough.,0.54
20979,20979,Customer called about account access. Mentioned service was refund. Idea chance clear well source.,0.18
20980,20980,Customer called about product question. Mentioned service was status. At allow kid task use.,0.47
20981,20981,Customer called about product question. Mentioned service was status. Network mouth away short leave thought natural would.,0.58
20982,20982,Customer called about account access. Mentioned service was fine. Subject bed water peace.,0.57
20983,20983,Customer called about billing issue. Mentioned service was angry. Away design minute down campaign.,0.35
20984,20984,Customer called about billing issue. Mentioned service was refund. Future letter population ground near.,0.07
20985,20985,Customer called about billing issue. Mentioned service was okay. Race so smile bring ago manager information.,0.44
20986,20986,Customer called about order inquiry. Mentioned service was standard. Ok issue grow top choice deal.,0.56
20987,20987,Customer called about order inquiry. Mentioned service was happy. Pretty memory degree American sort.,0.9
20988,20988,Customer called about billing issue. Mentioned service was happy. Firm responsibility performance result.,0.79
20989,20989,Customer called about return/refund. Mentioned service was resolved quickly. Indeed science analysis modern.,0.67
20990,20990,Customer called about return/refund. Mentioned service was fine. Fall edge shake blood since bill situation actually.,0.46
20991,20991,Customer called about return/refund. Mentioned service was status. Protect drive decide popular fire blood democratic color.,0.47
20992,20992,Customer called about account access. Mentioned service was status. Miss apply wrong would.,0.53
20993,20993,Customer called about complaint. Mentioned service was average. Leg against water get.,0.42
20994,20994,Customer called about billing issue. Mentioned service was complaint. Environment foreign base year yeah although recently.,0.21
20995,20995,Customer called about order inquiry. Mentioned service was question. Term party system their indicate.,0.49
20996,20996,Customer called about technical support. Mentioned service was excellent. Soon trouble agent television job.,0.78
20997,20997,Customer called about account access. Mentioned service was average. In join easy career daughter military window.,0.54
20998,20998,Customer called about complaint. Mentioned service was average. Deal include writer whom form manager.,0.57
20999,20999,Customer called about product question. Mentioned service was average. Each care guy place heart career.,0.47
21000,21000,Customer called about complaint. Mentioned service was average. Follow final themselves why chair.,0.49
21001,21001,Customer called about complaint. Mentioned service was standard. Above have far room year wear.,0.47
21002,21002,Customer called about return/refund. Mentioned service was excellent. Likely message turn for decade same.,0.78
21003,21003,Customer called about product question. Mentioned service was happy. Compare ahead green how base visit.,0.82
21004,21004,Customer called about return/refund. Mentioned service was upset. Today chair member physical cultural south support.,0.3
21005,21005,Customer called about product question. Mentioned service was question. Remain kitchen pretty.,0.48
21006,21006,Customer called about product question. Mentioned service was happy. Property national same baby life.,0.95
21007,21007,Customer called about return/refund. Mentioned service was standard. Step cell everything action person with song.,0.55
21008,21008,Customer called about account access. Mentioned service was bad. Boy shoulder true theory.,0.07
21009,21009,Customer called about order inquiry. Mentioned service was amazing. Note treatment may among instead themselves seek.,0.7
21010,21010,Customer called about order inquiry. Mentioned service was upset. Like player western project face someone.,0.04
21011,21011,Customer called about return/refund. Mentioned service was refund. Walk claim last explain church start.,0.39
21012,21012,Customer called about complaint. Mentioned service was update. Yeah wrong chair public what letter approach.,0.45
21013,21013,Customer called about complaint. Mentioned service was satisfied. Job discover situation arrive.,0.81
21014,21014,Customer called about order inquiry. Mentioned service was question. Also various establish maintain like.,0.59
21015,21015,Customer called about technical support. Mentioned service was question. Film office rest when seek next drive.,0.44
21016,21016,Customer called about order inquiry. Mentioned service was fine. Site parent true week above positive describe.,0.47
21017,21017,Customer called about order inquiry. Mentioned service was question. Tonight as wait game shoulder work should.,0.44
21018,21018,Customer called about technical support. Mentioned service was okay. Opportunity young much either somebody test Democrat.,0.51
21019,21019,Customer called about product question. Mentioned service was update. Place TV reach interest.,0.46
21020,21020,Customer called about complaint. Mentioned service was waste of time. Season wear current social.,0.24
21021,21021,Customer called about return/refund. Mentioned service was slow. Conference resource laugh.,0.22
21022,21022,Customer called about product question. Mentioned service was resolved quickly. Main ten figure serve score couple performance I.,0.73
21023,21023,Customer called about complaint. Mentioned service was average. Home street free special.,0.45
21024,21024,Customer called about product question. Mentioned service was resolved quickly. Once industry sit.,0.61
21025,21025,Customer called about account access. Mentioned service was perfect. Happen resource fact performance.,1.0
21026,21026,Customer called about return/refund. Mentioned service was slow. West we parent next into only.,0.34
21027,21027,Customer called about technical support. Mentioned service was terrible. Ago control address be involve.,0.23
21028,21028,Customer called about product question. Mentioned service was happy. Southern indeed because interesting well.,0.66
21029,21029,Customer called about complaint. Mentioned service was excellent. List professional senior arrive.,0.6
21030,21030,Customer called about return/refund. Mentioned service was average. Speak cold different organization student life.,0.48
21031,21031,Customer called about order inquiry. Mentioned service was standard. Opportunity throw board common author.,0.41
21032,21032,Customer called about order inquiry. Mentioned service was great. Available blood which.,0.98
21033,21033,Customer called about billing issue. Mentioned service was satisfied. Office ball school finish believe.,0.61
21034,21034,Customer called about account access. Mentioned service was thank you. Alone give week west hair.,0.96
21035,21035,Customer called about product question. Mentioned service was amazing. Eat phone off film.,0.94
21036,21036,Customer called about billing issue. Mentioned service was fine. Close miss old eight seem reality.,0.42
21037,21037,Customer called about billing issue. Mentioned service was broken. Since team must performance sign point.,0.28
21038,21038,Customer called about technical support. Mentioned service was excellent. Quickly since free daughter its understand.,0.75
21039,21039,Customer called about complaint. Mentioned service was angry. Budget option affect director character.,0.0
21040,21040,Customer called about account access. Mentioned service was slow. Sometimes what responsibility of others firm yet.,0.03
21041,21041,Customer called about billing issue. Mentioned service was okay. Nothing society politics hotel interesting establish.,0.48
21042,21042,Customer called about complaint. Mentioned service was question. A condition during chair put far three.,0.57
21043,21043,Customer called about order inquiry. Mentioned service was fine. Rest him certain statement project.,0.53
21044,21044,Customer called about complaint. Mentioned service was satisfied. None program product yourself also institution hour.,0.86
21045,21045,Customer called about product question. Mentioned service was refund. Increase top those list test she magazine.,0.34
21046,21046,Customer called about complaint. Mentioned service was broken. Level guy sing though.,0.26
21047,21047,Customer called about return/refund. Mentioned service was great. Fine office record turn believe event president where.,0.81
21048,21048,Customer called about product question. Mentioned service was okay. Former recognize year develop.,0.57
21049,21049,Customer called about product question. Mentioned service was angry. Rule option forget free.,0.37
21050,21050,Customer called about product question. Mentioned service was satisfied. White of age.,0.72
21051,21051,Customer called about technical support. Mentioned service was fine. Pretty central agent better.,0.54
21052,21052,Customer called about account access. Mentioned service was fine. Everybody include within environmental life officer.,0.58
21053,21053,Customer called about order inquiry. Mentioned service was slow. According offer experience into building answer rule.,0.04
21054,21054,Customer called about order inquiry. Mentioned service was upset. Politics tell position life ten.,0.07
21055,21055,Customer called about complaint. Mentioned service was resolved quickly. Red machine gas charge prepare.,0.74
21056,21056,Customer called about order inquiry. Mentioned service was upset. Race sense trade understand drop information statement.,0.08
21057,21057,Customer called about account access. Mentioned service was amazing. Field dream require television personal hour.,0.98
21058,21058,Customer called about return/refund. Mentioned service was happy. Look sport magazine today myself.,0.63
21059,21059,Customer called about technical support. Mentioned service was thank you. Pull base dream rate.,0.82
21060,21060,Customer called about order inquiry. Mentioned service was standard. Everyone body west stage decision quite civil.,0.41
21061,21061,Customer called about technical support. Mentioned service was satisfied. Bad later draw stop woman.,0.88
21062,21062,Customer called about order inquiry. Mentioned service was average. Relationship experience eat own fly.,0.5
21063,21063,Customer called about technical support. Mentioned service was standard. Believe attack hand attention else no while.,0.56
21064,21064,Customer called about return/refund. Mentioned service was perfect. Republican arrive quite toward build garden.,0.86
21065,21065,Customer called about order inquiry. Mentioned service was okay. Health ask support government more know series.,0.56
21066,21066,Customer called about return/refund. Mentioned service was refund. Cut cold should true.,0.25
21067,21067,Customer called about return/refund. Mentioned service was resolved quickly. It miss security adult wonder.,0.91
21068,21068,Customer called about order inquiry. Mentioned service was bad. Wind international let career consumer hair.,0.25
21069,21069,Customer called about order inquiry. Mentioned service was average. Deep gun bar class north man.,0.58
21070,21070,Customer called about technical support. Mentioned service was standard. Name herself visit general administration season then adult.,0.4
21071,21071,Customer called about order inquiry. Mentioned service was perfect. Chair hand somebody visit lot art present.,0.76
21072,21072,Customer called about complaint. Mentioned service was average. Cover sport town.,0.5
21073,21073,Customer called about account access. Mentioned service was fine. Know design century within suddenly performance turn work.,0.46
21074,21074,Customer called about return/refund. Mentioned service was amazing. Force material low rest woman show leader.,0.99
21075,21075,Customer called about account access. Mentioned service was okay. Effect nor radio return.,0.52
21076,21076,Customer called about product question. Mentioned service was update. Firm majority pay.,0.44
21077,21077,Customer called about billing issue. Mentioned service was okay. Ahead account different maybe president.,0.4
21078,21078,Customer called about order inquiry. Mentioned service was average. Authority identify project white.,0.42
21079,21079,Customer called about order inquiry. Mentioned service was standard. Participant position possible both.,0.51
21080,21080,Customer called about account access. Mentioned service was excellent. Painting international memory lose skill reach professor.,0.69
21081,21081,Customer called about complaint. Mentioned service was refund. American reality wind.,0.0
21082,21082,Customer called about order inquiry. Mentioned service was okay. All sing matter same.,0.6
21083,21083,Customer called about order inquiry. Mentioned service was resolved quickly. Open technology explain leader start agree sell.,0.86
21084,21084,Customer called about return/refund. Mentioned service was satisfied. Rather wish hope change agency listen hundred.,0.85
21085,21085,Customer called about return/refund. Mentioned service was standard. It Mr cold evening.,0.47
21086,21086,Customer called about product question. Mentioned service was resolved quickly. Baby fast piece five.,0.96
21087,21087,Customer called about return/refund. Mentioned service was upset. Different myself account ball.,0.06
21088,21088,Customer called about product question. Mentioned service was satisfied. Rise mother trouble summer left.,0.6
21089,21089,Customer called about order inquiry. Mentioned service was amazing. Forward media professional can card job.,0.82
21090,21090,Customer called about order inquiry. Mentioned service was complaint. Weight place back join plan painting.,0.16
21091,21091,Customer called about return/refund. Mentioned service was angry. Operation hear skin and light couple.,0.03
21092,21092,Customer called about complaint. Mentioned service was happy. Moment machine author yard decision.,0.99
21093,21093,Customer called about return/refund. Mentioned service was terrible. Book contain production bank idea development against.,0.21
21094,21094,Customer called about return/refund. Mentioned service was status. Practice group if ask think.,0.5
21095,21095,Customer called about billing issue. Mentioned service was terrible. In time rather past camera test memory.,0.25
21096,21096,Customer called about technical support. Mentioned service was great. Collection fast notice test.,0.71
21097,21097,Customer called about order inquiry. Mentioned service was status. Old pass them network serve fast.,0.55
21098,21098,Customer called about technical support. Mentioned service was average. Six face affect identify available.,0.58
21099,21099,Customer called about order inquiry. Mentioned service was great. Majority single line.,0.79
21100,21100,Customer called about account access. Mentioned service was terrible. Final value raise.,0.23
21101,21101,Customer called about complaint. Mentioned service was average. By change consider time start pressure these never.,0.41
21102,21102,Customer called about order inquiry. Mentioned service was average. Benefit these style president.,0.43
21103,21103,Customer called about complaint. Mentioned service was status. Low fear reason while cold anyone college.,0.43
21104,21104,Customer called about order inquiry. Mentioned service was okay. Beautiful year ago executive.,0.46
21105,21105,Customer called about product question. Mentioned service was angry. Skin word I behind.,0.15
21106,21106,Customer called about complaint. Mentioned service was terrible. Cost thank finish need prepare write.,0.15
21107,21107,Customer called about technical support. Mentioned service was fine. Office word improve before many hold suddenly over.,0.51
21108,21108,Customer called about product question. Mentioned service was question. Whose fund seek author yard least maybe.,0.52
21109,21109,Customer called about return/refund. Mentioned service was fine. Range can song bag.,0.47
21110,21110,Customer called about order inquiry. Mentioned service was fine. Improve thought wind name land miss memory other.,0.41
21111,21111,Customer called about billing issue. Mentioned service was fine. Staff for ten thank.,0.45
21112,21112,Customer called about complaint. Mentioned service was question. Difficult picture religious wait theory.,0.46
21113,21113,Customer called about order inquiry. Mentioned service was bad. Fine miss why ahead once brother lot.,0.18
21114,21114,Customer called about technical support. Mentioned service was upset. General keep laugh wonder second family well study.,0.28
21115,21115,Customer called about account access. Mentioned service was refund. Give minute chance.,0.36
21116,21116,Customer called about billing issue. Mentioned service was average. Movie view strategy smile participant.,0.45
21117,21117,Customer called about product question. Mentioned service was great. Beyond hit air parent clear exactly town doctor.,0.64
21118,21118,Customer called about return/refund. Mentioned service was slow. Claim six start mission style coach.,0.2
21119,21119,Customer called about return/refund. Mentioned service was fine. Choice believe bill knowledge.,0.54
21120,21120,Customer called about complaint. Mentioned service was excellent. Fund fight person assume the prevent.,0.71
21121,21121,Customer called about technical support. Mentioned service was upset. Almost free pay next.,0.15
