store_expense_id,store_id,expense_type,amount,expense_date
14743,180,Repair,8068.76,2025-04-09
14744,60,Security,4302.94,2025-08-27
14745,160,Repair,1178.31,2026-02-25
14746,88,Electricity,4365.58,2025-07-05
14747,1,Security,4600.13,2025-12-23
14748,157,Repair,5531.89,2025-05-08
14749,177,Electricity,1100.55,2025-12-16
14750,35,Internet,9914.45,2025-09-25
14751,106,Electricity,2479.16,2025-05-30
14752,198,Security,2025.6,2025-06-08
14753,151,Cleaning,5291.69,2026-02-16
14754,55,Internet,5395.22,2025-05-17
14755,154,Internet,4426.22,2025-03-27
14756,174,Internet,7730.33,2025-06-19
14757,15,Security,5190.71,2025-03-16
14758,102,Internet,6116.47,2025-03-29
14759,165,Internet,7251.28,2025-08-14
14760,89,Electricity,299.0,2025-03-30
14761,20,Cleaning,5727.91,2026-01-12
14762,169,Internet,8847.73,2025-08-29
14763,7,Repair,223.02,2025-10-08
14764,156,Security,4081.56,2025-11-23
14765,19,Water,9265.96,2025-09-04
14766,165,Repair,3563.89,2025-08-21
14767,168,Cleaning,4614.35,2026-02-04
14768,75,Cleaning,9816.34,2025-09-10
14769,35,Repair,2033.27,2026-02-20
14770,90,Security,699.29,2025-11-07
14771,101,Internet,8601.25,2026-01-06
14772,115,Security,8691.23,2025-09-28
14773,124,Electricity,4747.17,2025-06-08
14774,181,Water,5166.36,2025-12-12
14775,42,Electricity,8366.27,2025-07-16
14776,41,Cleaning,7398.67,2025-06-13
14777,6,Electricity,2688.23,2026-01-31
14778,153,Water,218.09,2025-06-06
14779,99,Repair,4823.02,2025-06-30
14780,157,Repair,8596.18,2025-05-05
14781,194,Repair,8963.56,2025-12-11
14782,86,Cleaning,9564.45,2025-06-04
14783,44,Security,8801.65,2025-11-18
14784,176,Repair,5821.43,2025-08-05
14785,47,Security,4473.83,2026-01-02
14786,129,Cleaning,7759.76,2025-08-12
14787,65,Water,7411.23,2025-10-31
14788,56,Water,5404.53,2026-02-21
14789,65,Security,918.91,2025-08-24
14790,134,Cleaning,9264.51,2025-11-06
14791,100,Security,4583.25,2025-12-24
14792,190,Internet,3665.17,2025-04-27
14793,93,Security,6314.2,2026-02-14
14794,133,Cleaning,6754.69,2025-07-15
14795,81,Cleaning,2146.34,2025-09-03
14796,122,Water,8377.54,2025-09-24
14797,169,Electricity,2934.87,2025-10-17
14798,57,Cleaning,1907.51,2025-09-16
14799,65,Internet,4093.68,2025-04-09
14800,33,Repair,7319.07,2025-11-27
14801,98,Cleaning,9656.31,2025-03-09
14802,190,Cleaning,8102.35,2026-02-11
14803,184,Security,9406.47,2026-01-19
14804,62,Electricity,1449.03,2026-02-19
14805,111,Internet,758.21,2025-08-08
14806,17,Electricity,5599.16,2025-12-06
14807,128,Cleaning,2938.46,2025-07-14
14808,134,Security,8289.15,2025-07-14
14809,65,Repair,6736.28,2025-09-14
14810,196,Security,9708.75,2025-12-08
14811,75,Internet,2585.18,2025-08-13
14812,38,Security,4883.55,2025-10-21
14813,76,Security,5037.34,2026-01-22
14814,1,Cleaning,2429.81,2026-01-15
14815,106,Cleaning,5921.43,2025-12-27
14816,116,Cleaning,4460.7,2025-10-24
14817,171,Cleaning,4494.88,2026-02-18
14818,186,Electricity,3659.23,2025-04-10
14819,129,Repair,218.45,2025-03-08
14820,50,Internet,5244.85,2026-01-30
14821,4,Repair,3385.72,2025-05-03
14822,97,Electricity,63.13,2025-09-21
14823,33,Internet,3114.04,2025-07-15
14824,92,Electricity,2822.35,2025-08-04
14825,7,Internet,3964.81,2025-10-19
14826,106,Water,1361.93,2025-09-30
14827,183,Water,5101.45,2026-02-19
14828,93,Electricity,6939.78,2026-01-02
14829,193,Internet,6320.35,2025-03-09
14830,132,Internet,8047.36,2025-06-05
14831,76,Water,4547.48,2025-04-28
14832,150,Electricity,5214.96,2026-02-15
14833,11,Water,8113.5,2025-10-26
14834,110,Water,4305.63,2025-05-09
14835,121,Security,7030.91,2025-06-13
14836,131,Repair,4374.29,2026-02-17
14837,79,Electricity,4206.48,2025-12-05
14838,133,Internet,7614.05,2025-03-24
14839,71,Internet,1789.63,2025-06-27
14840,101,Internet,3418.93,2025-03-31
14841,10,Security,2280.51,2025-12-12
14842,21,Repair,3623.14,2026-01-15
14843,185,Electricity,2342.23,2025-04-30
14844,155,Internet,5815.09,2026-01-12
14845,121,Internet,7991.8,2025-06-07
14846,53,Security,7876.8,2025-04-15
14847,136,Electricity,3676.78,2025-04-27
14848,167,Internet,9888.17,2025-12-08
14849,105,Internet,5958.85,2025-10-16
14850,148,Water,4024.03,2025-04-09
14851,191,Cleaning,8363.62,2026-02-06
14852,31,Cleaning,7312.25,2026-01-16
14853,5,Cleaning,7505.29,2025-06-22
14854,120,Internet,2001.59,2025-12-02
14855,127,Security,4709.83,2025-04-17
14856,151,Internet,8625.19,2025-06-25
14857,12,Internet,5065.18,2025-11-26
14858,79,Repair,6850.35,2025-12-11
14859,30,Water,5899.94,2025-11-20
14860,166,Repair,8431.45,2025-07-19
14861,70,Security,2881.38,2025-06-12
14862,119,Electricity,5775.98,2025-10-06
14863,84,Electricity,1276.18,2025-04-12
14864,144,Water,6917.6,2025-08-18
14865,200,Electricity,7333.08,2025-06-26
14866,59,Cleaning,476.23,2025-12-18
14867,148,Water,6774.12,2025-03-08
14868,70,Repair,4176.17,2025-03-25
14869,125,Cleaning,1284.76,2025-10-19
14870,28,Repair,4228.08,2025-07-31
14871,170,Cleaning,1982.62,2026-01-07
14872,87,Internet,4184.82,2025-06-19
14873,65,Repair,3874.17,2025-07-28
14874,23,Water,7397.0,2025-08-31
14875,29,Water,7753.44,2025-10-15
14876,175,Repair,6089.94,2025-11-15
14877,177,Security,275.73,2025-06-17
14878,82,Water,9313.67,2026-02-08
14879,37,Water,6878.02,2025-11-24
14880,124,Water,390.24,2026-01-10
14881,101,Internet,8197.39,2025-07-29
14882,36,Internet,2042.65,2025-07-23
14883,42,Repair,5813.25,2026-02-21
14884,17,Repair,4693.01,2025-10-10
14885,29,Repair,4227.4,2025-03-21
14886,32,Water,8902.65,2025-12-06
14887,131,Electricity,4401.74,2025-04-01
14888,87,Electricity,799.67,2026-02-16
14889,98,Internet,9469.06,2025-05-14
14890,182,Repair,9209.33,2025-10-30
14891,165,Electricity,6860.11,2025-06-29
14892,5,Internet,4705.53,2025-08-24
14893,196,Cleaning,973.95,2025-11-01
14894,111,Cleaning,7917.94,2026-01-02
14895,177,Water,801.01,2026-01-02
14896,86,Water,732.58,2025-04-02
14897,110,Water,5396.97,2025-07-12
14898,10,Cleaning,1643.28,2025-03-28
14899,57,Electricity,126.92,2025-09-15
14900,180,Security,4259.98,2025-10-27
14901,123,Internet,1415.31,2026-01-10
14902,63,Water,1647.13,2025-12-26
14903,107,Security,815.26,2026-02-24
14904,176,Security,2090.68,2025-09-29
14905,34,Cleaning,7169.07,2025-05-30
14906,5,Water,8098.83,2025-02-28
14907,191,Cleaning,4552.71,2026-01-30
14908,22,Cleaning,5090.21,2025-10-19
14909,25,Cleaning,374.92,2025-08-05
14910,145,Cleaning,739.7,2025-10-23
14911,97,Repair,2612.8,2025-06-08
14912,136,Security,5461.79,2026-02-25
14913,174,Cleaning,7408.53,2025-06-26
14914,180,Electricity,6069.78,2026-01-04
14915,77,Electricity,3951.67,2025-12-23
14916,41,Internet,1227.32,2026-02-12
14917,87,Electricity,7818.69,2025-12-26
14918,89,Repair,3669.67,2025-03-22
14919,49,Water,7373.74,2026-01-11
14920,95,Cleaning,5154.14,2025-06-01
14921,164,Cleaning,7399.69,2025-09-29
14922,73,Electricity,9077.53,2026-02-07
14923,73,Cleaning,9214.24,2026-02-12
14924,35,Internet,5374.31,2025-05-09
14925,69,Water,5139.51,2025-09-16
14926,12,Water,2693.5,2025-09-23
14927,20,Internet,9361.21,2025-04-07
14928,183,Electricity,4606.3,2025-07-05
14929,129,Electricity,1319.53,2025-03-12
14930,36,Security,4355.41,2025-04-15
14931,36,Electricity,1314.18,2025-09-30
14932,75,Electricity,5050.19,2025-09-29
14933,191,Internet,5634.69,2026-02-02
14934,96,Internet,3410.67,2025-12-09
14935,184,Internet,762.92,2025-08-15
14936,95,Cleaning,9437.86,2025-05-01
14937,26,Electricity,7744.86,2026-01-09
14938,146,Internet,8396.87,2025-11-21
14939,165,Security,3700.34,2026-02-15
14940,83,Security,7620.27,2025-03-11
14941,65,Internet,4879.46,2025-06-26
14942,138,Electricity,2050.78,2025-06-22
14943,165,Security,1288.01,2026-01-02
14944,82,Repair,3483.26,2025-08-17
14945,55,Electricity,1418.64,2025-11-28
14946,185,Cleaning,9982.78,2025-05-05
14947,131,Cleaning,539.43,2025-09-28
14948,199,Water,4439.38,2025-03-20
14949,84,Electricity,4548.33,2025-09-10
14950,66,Repair,3041.29,2025-08-22
14951,93,Internet,5734.95,2025-03-12
14952,163,Repair,1542.27,2026-02-16
14953,162,Internet,7849.93,2025-06-22
14954,63,Electricity,3357.85,2025-11-16
14955,178,Electricity,5933.86,2025-04-29
14956,60,Water,7170.61,2026-01-01
14957,43,Electricity,8895.97,2025-05-08
14958,60,Water,8366.08,2025-04-21
14959,84,Repair,6102.67,2025-09-02
14960,32,Cleaning,3914.51,2025-12-25
14961,13,Electricity,5056.89,2025-03-21
14962,136,Security,7698.91,2025-12-19
14963,166,Electricity,8781.58,2025-06-13
14964,43,Electricity,1082.63,2025-06-26
14965,24,Cleaning,3879.32,2025-06-23
14966,73,Cleaning,7772.36,2026-01-02
14967,23,Water,4344.94,2025-03-07
14968,140,Water,3355.67,2025-08-03
14969,33,Security,4142.66,2025-04-19
14970,89,Cleaning,6048.31,2025-08-26
14971,17,Internet,9998.06,2025-08-18
14972,139,Security,4955.27,2025-06-08
14973,184,Security,2124.52,2025-04-18
14974,157,Security,1670.32,2025-09-24
14975,82,Internet,471.38,2025-12-06
14976,73,Repair,5610.23,2025-11-07
14977,128,Repair,5468.49,2025-05-10
14978,41,Security,2092.08,2025-10-17
14979,4,Cleaning,6968.53,2025-04-11
14980,122,Security,7424.02,2025-11-15
14981,26,Repair,2628.03,2025-03-09
14982,173,Security,3473.79,2025-12-20
14983,10,Security,9905.19,2025-10-05
14984,106,Security,3773.93,2025-09-20
14985,83,Security,7619.98,2025-08-22
14986,75,Security,4554.62,2025-05-01
14987,46,Electricity,7943.78,2025-03-30
14988,197,Internet,7701.78,2025-10-13
14989,111,Repair,6694.17,2025-07-17
14990,36,Water,8555.04,2025-12-16
14991,3,Internet,9395.22,2025-05-04
14992,124,Internet,5820.83,2025-08-01
14993,187,Water,2412.82,2025-03-09
14994,87,Security,4016.36,2025-04-20
14995,101,Water,7595.14,2026-02-24
14996,49,Security,6526.29,2026-02-14
14997,16,Internet,1819.09,2025-07-03
14998,4,Cleaning,559.83,2025-03-17
14999,190,Repair,6845.47,2025-09-15
15000,123,Security,2548.24,2025-11-02
15001,60,Electricity,5021.72,2025-04-07
15002,42,Security,7480.13,2025-07-20
15003,97,Repair,5648.53,2025-12-08
15004,34,Repair,878.86,2025-08-30
15005,10,Security,1896.52,2025-05-11
15006,53,Water,2232.32,2025-12-05
15007,60,Internet,2615.75,2026-02-06
15008,147,Repair,5675.76,2025-04-22
15009,150,Cleaning,5064.46,2025-06-02
15010,154,Security,2071.44,2025-12-02
15011,117,Internet,722.17,2025-04-17
15012,162,Cleaning,1755.75,2025-09-23
15013,135,Repair,9844.59,2026-02-13
15014,95,Repair,4712.04,2025-11-04
15015,176,Electricity,8680.09,2025-05-22
15016,108,Internet,8495.09,2025-10-25
15017,66,Cleaning,5139.62,2025-05-20
15018,45,Electricity,7081.54,2026-02-15
15019,4,Internet,1967.88,2025-08-14
15020,134,Cleaning,6899.55,2026-01-30
15021,90,Repair,2760.23,2025-07-29
15022,38,Electricity,8329.02,2025-06-18
15023,73,Water,883.06,2025-03-30
15024,78,Water,7742.73,2025-03-12
15025,177,Cleaning,1044.37,2026-01-17
15026,63,Internet,8817.83,2026-02-10
15027,152,Electricity,3076.83,2026-01-02
15028,197,Repair,6561.21,2025-08-18
15029,11,Electricity,4900.65,2025-04-03
15030,199,Cleaning,3694.72,2025-12-14
15031,117,Security,6472.15,2025-05-26
15032,126,Repair,9477.85,2025-11-10
15033,163,Security,460.63,2025-07-13
15034,58,Repair,9192.59,2025-05-31
15035,192,Cleaning,6110.36,2025-10-09
15036,66,Cleaning,8082.78,2025-03-01
15037,166,Internet,3869.56,2025-03-09
15038,1,Security,4744.84,2025-10-24
15039,149,Repair,8695.06,2025-12-07
15040,165,Water,4177.74,2025-06-11
15041,6,Electricity,5369.86,2025-11-20
15042,51,Water,250.94,2025-12-15
15043,125,Cleaning,1628.05,2025-05-23
15044,138,Repair,6434.78,2025-10-12
15045,109,Security,7183.92,2025-02-25
15046,57,Water,5846.88,2025-09-28
15047,98,Electricity,1475.93,2025-08-04
15048,98,Security,4481.78,2025-03-05
15049,93,Repair,3583.19,2026-01-01
15050,97,Internet,4981.83,2025-11-25
15051,94,Cleaning,8709.77,2026-01-26
15052,29,Water,7769.82,2025-12-28
15053,82,Water,885.7,2025-08-08
15054,76,Security,8908.58,2025-08-30
15055,72,Security,4744.08,2025-06-15
15056,23,Repair,7451.43,2025-05-11
15057,105,Repair,1443.39,2025-07-24
15058,110,Water,6723.66,2025-06-26
15059,109,Cleaning,2401.44,2025-05-25
15060,123,Repair,4411.89,2025-12-22
15061,50,Security,217.79,2025-10-29
15062,1,Internet,1558.53,2025-10-25
15063,171,Internet,966.2,2025-08-02
15064,126,Internet,2435.45,2025-09-16
15065,138,Water,1045.18,2026-02-11
15066,156,Internet,6934.5,2025-06-04
15067,20,Electricity,338.95,2025-09-06
15068,130,Security,6196.52,2025-06-09
15069,50,Cleaning,1450.04,2025-09-23
15070,144,Cleaning,9454.36,2025-07-30
15071,67,Water,9334.29,2025-08-18
15072,157,Cleaning,2293.76,2025-08-02
15073,124,Cleaning,6163.49,2025-04-22
15074,186,Cleaning,328.65,2025-10-15
15075,122,Internet,9321.3,2025-07-28
15076,146,Electricity,5253.72,2025-10-04
15077,72,Electricity,480.07,2025-05-12
15078,142,Electricity,3457.87,2025-11-03
15079,191,Water,814.65,2026-02-14
15080,130,Internet,3959.8,2025-03-08
15081,181,Water,6715.77,2026-01-08
15082,43,Repair,4725.4,2025-09-05
15083,38,Internet,3868.04,2025-05-12
15084,66,Repair,1235.61,2025-06-08
15085,88,Electricity,2487.14,2025-11-05
15086,193,Electricity,1046.43,2025-11-23
15087,194,Cleaning,8084.61,2025-10-13
15088,192,Cleaning,1395.64,2025-08-28
15089,142,Cleaning,5973.96,2025-03-16
15090,117,Security,3460.27,2025-05-02
15091,126,Electricity,2298.48,2025-08-10
15092,155,Electricity,6412.71,2025-04-11
15093,144,Electricity,4597.17,2026-02-23
15094,101,Internet,4031.45,2025-04-28
15095,92,Security,5948.88,2025-08-10
15096,123,Electricity,4938.11,2025-05-04
15097,99,Water,3069.67,2026-01-18
15098,84,Internet,5612.66,2026-01-09
15099,133,Cleaning,6711.51,2025-07-11
15100,136,Electricity,315.6,2025-08-30
15101,97,Electricity,4685.42,2025-07-28
15102,70,Internet,623.95,2025-06-28
15103,120,Internet,1904.73,2025-05-28
15104,200,Cleaning,5627.06,2025-05-28
15105,78,Internet,8668.58,2025-05-07
15106,116,Repair,8833.92,2025-08-05
15107,59,Internet,745.94,2025-08-20
15108,161,Security,4220.1,2025-11-21
15109,61,Electricity,5850.91,2025-04-25
15110,167,Electricity,1513.35,2025-09-26
15111,184,Water,7666.05,2025-08-08
15112,44,Security,7455.14,2025-05-29
15113,35,Internet,9038.24,2025-07-24
15114,32,Security,134.44,2026-01-04
15115,167,Repair,2206.01,2025-10-26
15116,44,Cleaning,8280.51,2025-10-09
15117,138,Security,6722.27,2025-05-19
15118,176,Cleaning,8949.18,2026-01-19
15119,30,Security,618.94,2025-11-12
15120,20,Security,5989.79,2025-03-16
15121,88,Internet,5712.01,2025-07-31
15122,4,Repair,404.96,2026-01-30
15123,115,Electricity,5159.54,2025-06-19
15124,152,Repair,6114.73,2025-03-16
15125,65,Internet,1953.37,2025-10-03
15126,188,Internet,2769.63,2025-07-19
15127,16,Repair,6421.46,2025-08-22
15128,138,Cleaning,4709.59,2025-03-19
15129,92,Security,8587.24,2026-01-27
15130,61,Security,3456.7,2025-08-09
15131,9,Water,2703.26,2025-10-08
15132,199,Water,9849.42,2025-12-15
15133,107,Internet,9115.8,2025-04-10
15134,26,Internet,338.48,2025-05-12
15135,12,Internet,7718.75,2025-09-28
15136,150,Cleaning,1147.83,2025-07-18
15137,176,Water,323.48,2025-08-17
15138,189,Security,2773.27,2025-06-04
15139,60,Internet,2729.99,2025-09-20
15140,64,Electricity,8202.22,2025-09-17
15141,128,Internet,7121.14,2025-11-02
15142,21,Internet,9817.01,2025-03-07
15143,57,Electricity,7129.55,2025-12-07
15144,56,Electricity,4211.64,2025-06-06
15145,121,Water,7004.33,2025-07-24
15146,158,Security,9994.62,2025-06-24
15147,111,Cleaning,7115.91,2025-09-26
15148,167,Repair,7628.73,2025-06-02
15149,100,Internet,9386.73,2026-02-23
15150,133,Electricity,1180.83,2025-03-05
15151,171,Electricity,7062.6,2026-01-31
15152,177,Internet,8515.52,2025-07-10
15153,169,Electricity,9546.07,2026-01-11
15154,149,Water,2149.14,2025-05-17
15155,76,Water,5064.09,2025-12-17
15156,130,Electricity,6821.52,2025-07-18
15157,66,Cleaning,2512.3,2025-11-06
15158,1,Repair,6024.7,2025-08-22
15159,132,Water,2612.91,2025-12-23
15160,68,Security,3367.9,2025-05-01
15161,57,Water,4443.11,2025-12-14
15162,67,Electricity,5315.44,2025-08-20
15163,197,Water,4521.19,2025-07-17
15164,73,Internet,4957.3,2025-05-02
15165,15,Repair,3020.96,2025-10-28
15166,119,Repair,1631.7,2025-06-09
15167,63,Cleaning,521.13,2026-01-10
15168,81,Water,1999.99,2025-12-18
15169,73,Electricity,5840.34,2025-09-24
15170,161,Security,7871.85,2025-12-15
15171,140,Water,1734.01,2025-05-13
15172,102,Repair,1130.13,2025-04-16
15173,182,Cleaning,7505.44,2025-12-20
15174,183,Security,3086.33,2025-10-06
15175,21,Water,9517.42,2025-05-06
15176,151,Security,7157.46,2025-03-09
15177,165,Cleaning,3301.22,2026-02-18
15178,76,Electricity,2930.95,2025-11-30
15179,89,Repair,5260.8,2025-12-09
15180,177,Cleaning,837.49,2025-06-10
15181,76,Security,1220.88,2025-09-25
15182,95,Electricity,1799.79,2025-05-23
15183,62,Water,7758.5,2025-04-15
15184,30,Security,5162.88,2025-04-26
15185,22,Cleaning,155.14,2025-03-10
15186,131,Internet,6751.49,2025-07-11
15187,106,Cleaning,4265.72,2025-07-12
15188,157,Repair,5132.98,2025-05-28
15189,58,Security,2180.46,2025-08-05
15190,83,Internet,5540.23,2026-02-04
15191,182,Security,9792.57,2025-06-29
15192,147,Security,780.77,2025-03-02
15193,192,Electricity,2874.98,2025-07-15
15194,184,Electricity,2467.83,2025-10-03
15195,179,Repair,2523.07,2025-10-03
15196,12,Internet,3818.13,2026-01-02
15197,183,Repair,8190.19,2025-12-18
15198,85,Cleaning,9132.94,2026-02-10
15199,160,Security,2062.04,2025-04-26
15200,44,Repair,5452.35,2025-10-01
15201,3,Repair,6387.14,2025-03-14
15202,82,Cleaning,5242.18,2025-02-25
15203,76,Electricity,4369.06,2025-03-05
15204,102,Electricity,1960.16,2025-12-24
15205,108,Water,4907.78,2025-12-12
15206,54,Repair,4042.09,2025-12-15
15207,117,Internet,7965.86,2025-09-14
15208,140,Repair,7647.86,2025-06-26
15209,35,Internet,1383.29,2025-07-24
15210,148,Repair,930.76,2025-12-20
15211,181,Repair,9086.13,2025-06-23
15212,180,Internet,5378.31,2025-09-03
15213,119,Water,8585.12,2025-07-20
15214,147,Repair,628.6,2025-07-13
15215,83,Cleaning,5288.83,2025-12-09
15216,94,Repair,5417.29,2025-12-17
15217,99,Security,8613.99,2025-07-08
15218,193,Cleaning,1021.22,2025-08-28
15219,196,Electricity,2442.43,2025-08-22
15220,151,Repair,4095.06,2025-10-06
15221,170,Internet,8665.12,2026-01-01
15222,125,Electricity,9391.89,2025-06-12
15223,124,Water,9927.61,2025-02-28
15224,98,Internet,9593.98,2026-02-20
15225,75,Internet,109.12,2025-12-30
15226,153,Water,524.7,2025-09-05
15227,53,Internet,1518.69,2025-11-05
15228,194,Water,3521.18,2026-02-09
15229,187,Security,8307.68,2026-02-05
15230,95,Water,8931.93,2026-01-14
15231,23,Cleaning,1909.0,2025-03-24
15232,100,Repair,6215.66,2025-11-04
15233,75,Cleaning,9177.75,2025-06-26
15234,11,Cleaning,4664.13,2025-11-29
15235,87,Water,1080.26,2026-01-19
15236,177,Cleaning,4605.25,2026-02-09
15237,77,Repair,3789.16,2025-06-16
15238,95,Electricity,5797.7,2025-06-02
15239,47,Security,4414.65,2025-11-19
15240,153,Cleaning,222.59,2025-04-20
15241,186,Electricity,9940.28,2025-08-21
15242,57,Repair,5458.23,2025-10-16
15243,182,Electricity,4762.63,2026-01-19
15244,43,Repair,9548.44,2025-07-22
15245,129,Security,1600.81,2025-04-05
15246,98,Cleaning,1932.91,2025-08-31
15247,35,Repair,8089.75,2025-06-03
15248,28,Electricity,2645.27,2025-08-10
15249,140,Repair,8002.31,2026-01-03
15250,156,Water,2751.76,2026-01-10
15251,56,Cleaning,380.22,2025-05-28
15252,71,Security,5194.3,2025-03-31
15253,36,Water,2007.03,2025-08-03
15254,167,Water,7590.57,2025-03-11
15255,140,Internet,6429.94,2025-12-27
15256,173,Cleaning,9239.85,2025-08-07
15257,95,Security,7840.73,2025-08-03
15258,102,Cleaning,1848.72,2025-03-08
15259,148,Security,8011.57,2025-05-10
15260,35,Water,6435.28,2026-02-23
15261,56,Security,6706.07,2025-04-14
15262,27,Water,8331.02,2025-09-11
15263,149,Internet,5759.55,2025-07-11
15264,10,Electricity,4686.73,2025-07-17
15265,3,Internet,6384.58,2025-06-17
15266,198,Cleaning,3014.68,2026-02-11
15267,12,Internet,1866.84,2025-09-11
15268,72,Water,6185.05,2025-10-16
15269,41,Repair,2376.79,2025-10-12
15270,145,Security,845.16,2025-05-16
15271,158,Electricity,55.51,2025-10-15
15272,74,Electricity,6102.78,2025-11-04
15273,147,Internet,3653.38,2025-05-07
15274,29,Security,7535.49,2025-12-04
15275,158,Electricity,3783.01,2025-03-07
15276,131,Repair,4885.73,2026-01-13
15277,48,Water,4100.5,2025-03-01
15278,140,Electricity,6523.22,2025-10-22
15279,45,Security,3593.58,2025-09-14
15280,91,Electricity,9639.49,2025-08-02
15281,189,Cleaning,9364.66,2025-07-30
15282,162,Internet,8487.88,2025-07-04
15283,156,Electricity,9206.99,2025-06-30
15284,143,Security,4518.94,2025-09-17
15285,194,Security,5387.48,2025-11-19
15286,133,Water,7433.82,2025-05-23
15287,114,Repair,6976.65,2025-09-01
15288,166,Internet,8912.25,2025-03-25
15289,81,Repair,7177.49,2025-10-14
15290,126,Water,9978.95,2025-12-04
15291,62,Repair,3517.63,2025-08-20
15292,46,Security,8338.33,2025-04-26
15293,104,Security,6991.47,2025-06-18
15294,153,Electricity,6929.3,2025-07-20
15295,196,Security,3292.06,2025-05-23
15296,156,Electricity,7866.74,2025-05-09
15297,113,Water,9008.74,2025-12-20
15298,95,Internet,2224.56,2025-11-24
15299,68,Water,6273.69,2026-02-18
15300,19,Security,3951.74,2025-06-27
15301,162,Internet,9896.0,2026-01-04
15302,27,Internet,4814.39,2025-08-28
15303,35,Security,2321.79,2025-08-31
15304,96,Security,3849.48,2025-04-28
15305,121,Electricity,6555.69,2025-08-25
15306,100,Cleaning,807.09,2025-03-08
15307,104,Security,6055.84,2026-02-04
15308,72,Security,9315.69,2025-08-11
15309,113,Internet,8511.11,2025-11-09
15310,46,Security,723.35,2025-06-08
15311,49,Security,9934.23,2025-08-24
15312,183,Security,7002.33,2025-06-30
15313,147,Repair,1664.69,2025-06-23
15314,124,Internet,173.54,2025-08-15
15315,189,Electricity,1754.26,2025-11-27
15316,163,Security,8389.85,2025-07-04
15317,163,Security,265.31,2026-01-25
15318,70,Security,2369.82,2025-08-15
15319,65,Cleaning,7585.19,2025-11-28
15320,116,Cleaning,5881.8,2025-11-01
15321,168,Cleaning,7838.22,2025-08-17
15322,141,Cleaning,7474.2,2025-09-21
15323,88,Water,553.48,2025-03-25
15324,185,Water,8930.49,2026-02-19
15325,5,Security,2308.97,2025-09-09
15326,98,Repair,5556.25,2025-08-19
15327,112,Cleaning,6460.67,2025-09-17
15328,148,Electricity,1727.85,2025-12-29
15329,34,Internet,9763.5,2026-02-10
15330,8,Repair,4907.15,2025-10-11
15331,78,Repair,623.54,2025-06-13
15332,50,Internet,9375.76,2025-05-16
15333,135,Internet,5883.37,2026-01-09
15334,141,Electricity,7006.97,2025-10-10
15335,112,Water,5275.5,2025-06-13
15336,119,Repair,8355.64,2025-06-28
15337,50,Repair,379.68,2025-05-14
15338,25,Water,2720.36,2025-07-02
15339,8,Cleaning,4723.0,2025-12-25
15340,100,Water,812.21,2025-12-26
15341,27,Repair,7073.77,2025-12-03
15342,162,Security,3966.95,2025-10-03
15343,69,Cleaning,2763.05,2026-01-03
15344,117,Cleaning,83.62,2025-11-29
15345,69,Cleaning,7212.31,2025-11-17
15346,19,Electricity,8346.4,2025-05-02
15347,58,Repair,3980.65,2026-02-24
15348,82,Cleaning,5663.97,2026-01-06
15349,88,Electricity,2315.48,2025-08-08
15350,86,Water,6240.87,2026-01-14
15351,106,Internet,170.77,2025-06-05
15352,61,Electricity,4912.01,2025-11-19
15353,62,Water,6459.84,2025-03-25
15354,162,Cleaning,9186.01,2025-03-05
15355,71,Electricity,3844.29,2025-06-13
15356,153,Security,7663.64,2025-07-15
15357,107,Internet,5996.99,2025-04-27
15358,26,Internet,9273.77,2026-01-27
15359,194,Electricity,4013.86,2025-04-04
15360,126,Security,3225.0,2025-05-20
15361,132,Water,8877.06,2026-02-06
15362,180,Electricity,539.98,2025-09-16
15363,4,Electricity,1407.03,2026-01-26
15364,169,Water,869.92,2025-03-19
15365,198,Cleaning,8438.94,2025-04-24
15366,131,Repair,155.54,2025-09-28
15367,199,Internet,8623.49,2025-06-30
15368,74,Cleaning,4540.11,2025-04-06
15369,76,Internet,90.05,2026-01-08
15370,154,Repair,4046.37,2025-03-23
15371,48,Cleaning,1908.67,2026-02-08
15372,28,Security,6262.78,2025-06-24
15373,24,Repair,6809.62,2025-12-07
15374,93,Water,4900.9,2025-03-12
15375,200,Water,453.17,2026-02-21
15376,32,Water,6578.48,2025-11-30
15377,17,Electricity,8428.29,2025-12-27
15378,30,Internet,7217.23,2025-03-29
15379,148,Repair,8308.08,2025-07-20
15380,108,Repair,2045.07,2025-07-01
15381,127,Water,8894.43,2025-12-30
15382,161,Security,3255.82,2025-06-30
15383,71,Repair,183.38,2025-05-23
15384,130,Security,8441.75,2026-01-08
15385,196,Repair,9421.12,2025-04-28
15386,130,Internet,6572.8,2026-02-19
15387,18,Repair,2352.79,2025-05-10
15388,129,Repair,2554.86,2025-04-24
15389,116,Electricity,4692.6,2025-10-15
15390,63,Water,8983.42,2025-10-25
15391,163,Water,1538.5,2025-10-20
15392,189,Internet,8268.44,2025-10-01
15393,186,Repair,2948.46,2025-12-08
15394,133,Internet,8095.43,2025-09-05
15395,182,Cleaning,9206.7,2025-10-20
15396,164,Water,4303.56,2025-07-29
15397,80,Cleaning,3682.25,2025-10-01
15398,136,Repair,8032.1,2025-11-12
15399,108,Water,5318.35,2025-10-05
15400,133,Cleaning,6860.27,2025-05-03
15401,119,Internet,6247.15,2025-08-11
15402,150,Internet,1571.24,2025-12-20
15403,96,Water,8455.66,2025-08-27
15404,83,Internet,1997.96,2025-04-08
15405,122,Repair,9326.21,2025-09-28
