ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
8976,36611,1528,Account Update,High,Closed,2024-09-20,2024-09-24 04:00:00,Account Update - Culpa nemo provident.
8977,30556,2886,Login Issue,Critical,In Progress,2025-09-26,2025-09-29 00:00:00,Login Issue - Exercitationem corrupti dolor suscipit.
8978,33522,1349,Product Defect,Critical,Open,2026-02-07,2026-02-07 04:00:00,Product Defect - Provident omnis itaque eaque perferendis.
8979,3714,1693,Return Request,High,Open,2024-11-04,2024-11-06 08:00:00,Return Request - Aspernatur dolores saepe expedita officia.
8980,20449,2128,Payment Failure,Medium,Closed,2024-10-23,2024-10-28 21:00:00,Payment Failure - Deleniti consequuntur.
8981,9221,84,Return Request,Critical,Closed,2024-01-21,,Return Request - Quisquam laboriosam aperiam.
8982,26226,1622,Account Update,High,In Progress,2025-09-21,,Account Update - Vero sed tempora fugiat.
8983,42674,2384,Product Defect,Medium,Closed,2025-05-09,2025-05-13 21:00:00,Product Defect - Illum alias ea dolor ut.
8984,19895,1503,Return Request,High,Closed,2025-05-07,2025-05-13 10:00:00,Return Request - Rerum minus mollitia.
8985,23274,1060,Product Defect,Low,In Progress,2026-01-18,2026-01-19 11:00:00,Product Defect - Quae neque.
8986,26462,2170,Account Update,High,Open,2024-11-25,2024-12-01 19:00:00,Account Update - Similique nobis nesciunt.
8987,4974,2952,Order Status,High,Closed,2025-03-25,2025-03-27 09:00:00,Order Status - Labore qui aliquam similique quia.
8988,33232,2485,Login Issue,Low,Open,2025-07-01,2025-07-05 13:00:00,Login Issue - Repudiandae odio.
8989,33368,983,Order Status,Critical,In Progress,2025-12-16,,Order Status - Ut vitae quae labore.
8990,23485,1524,Product Defect,Medium,Resolved,2025-05-27,2025-05-28 00:00:00,Product Defect - At nesciunt.
8991,33048,947,Payment Failure,Low,Resolved,2024-10-31,2024-11-04 06:00:00,Payment Failure - Corporis vero reprehenderit cumque.
8992,29437,1156,Order Status,Critical,In Progress,2025-06-29,2025-07-05 10:00:00,Order Status - Pariatur quod excepturi minus.
8993,12268,989,Payment Failure,High,In Progress,2025-08-20,2025-08-26 05:00:00,Payment Failure - Aspernatur libero dicta.
8994,46552,1811,Product Defect,High,In Progress,2026-01-13,2026-01-19 20:00:00,Product Defect - Modi modi consequatur quam.
8995,35963,2579,Login Issue,Low,In Progress,2024-10-20,2024-10-23 23:00:00,Login Issue - Possimus culpa dolore perferendis.
8996,11003,2484,Return Request,High,Open,2026-02-26,2026-03-01 01:00:00,Return Request - Enim quam est quaerat.
8997,44488,439,Payment Failure,Low,In Progress,2025-10-11,2025-10-11 19:00:00,Payment Failure - Perferendis sint voluptatum recusandae.
8998,21353,1594,Return Request,High,Closed,2024-05-21,2024-05-21 13:00:00,Return Request - Voluptatum corrupti ad aliquam.
8999,21214,1675,Product Defect,Critical,Resolved,2024-06-15,2024-06-16 18:00:00,Product Defect - Quia explicabo magni.
9000,38607,6,Order Status,Medium,Closed,2025-03-15,,Order Status - Sint mollitia pariatur nesciunt quas.
9001,4099,899,Return Request,High,Closed,2025-09-21,2025-09-22 16:00:00,Return Request - Voluptate veritatis perspiciatis exercitationem ducimus.
9002,34456,2445,Login Issue,Low,Resolved,2025-12-19,2025-12-25 01:00:00,Login Issue - Beatae exercitationem dolorum natus fuga.
9003,2367,2381,Payment Failure,Critical,In Progress,2025-04-22,,Payment Failure - Hic itaque.
9004,29606,1550,Login Issue,Low,In Progress,2025-05-04,2025-05-06 22:00:00,Login Issue - Nobis vero officiis cum.
9005,34835,1495,Return Request,Low,Resolved,2025-05-02,,Return Request - Animi accusantium.
9006,16482,2303,Payment Failure,Medium,In Progress,2025-05-18,,Payment Failure - Possimus esse debitis.
9007,4899,2541,Product Defect,Low,Closed,2025-09-01,2025-09-02 05:00:00,Product Defect - Eos voluptatum odio.
9008,10834,2724,Product Defect,High,In Progress,2025-03-06,2025-03-10 23:00:00,Product Defect - Totam dicta iure aliquam ex.
9009,3377,1123,Payment Failure,High,In Progress,2024-05-22,2024-05-24 13:00:00,Payment Failure - Ratione vel voluptatum.
9010,32225,145,Payment Failure,Medium,Closed,2024-01-30,,Payment Failure - Deserunt suscipit sapiente.
9011,32764,1512,Account Update,Critical,Closed,2025-10-07,2025-10-07 21:00:00,Account Update - Aut provident error vero.
9012,2179,325,Product Defect,Medium,Open,2024-03-11,2024-03-17 01:00:00,Product Defect - Vel dolor explicabo et.
9013,22368,1021,Return Request,Low,Closed,2025-12-11,2025-12-11 17:00:00,Return Request - Repellat consequatur natus dolorem.
9014,26277,2123,Product Defect,Critical,Resolved,2025-09-30,2025-10-03 19:00:00,Product Defect - At cupiditate at.
9015,20535,2727,Payment Failure,Critical,Closed,2025-01-29,,Payment Failure - Tenetur eveniet maxime ut.
9016,18845,2847,Account Update,High,In Progress,2024-12-15,,Account Update - Sapiente consequuntur.
9017,21894,267,Order Status,Critical,In Progress,2024-03-12,2024-03-16 22:00:00,Order Status - Blanditiis soluta harum dignissimos voluptatum.
9018,19714,2310,Login Issue,Critical,In Progress,2024-05-26,2024-05-29 04:00:00,Login Issue - Enim alias non.
9019,22109,2741,Payment Failure,High,Resolved,2025-07-02,,Payment Failure - Eum reiciendis ducimus ad.
9020,13074,1522,Login Issue,Medium,Closed,2024-08-17,2024-08-17 13:00:00,Login Issue - Aut nemo voluptates eum neque.
9021,28621,1365,Account Update,High,Closed,2024-04-05,2024-04-11 17:00:00,Account Update - Cumque est error pariatur aut.
9022,12304,2202,Order Status,High,Closed,2025-06-26,2025-06-27 04:00:00,Order Status - Optio amet corporis aliquam praesentium.
9023,23311,1859,Login Issue,High,Closed,2025-08-13,2025-08-17 10:00:00,Login Issue - Tempore voluptates veritatis.
9024,46087,1715,Return Request,Low,Open,2025-11-20,,Return Request - Eos sit harum.
9025,27311,284,Order Status,Low,Closed,2026-01-09,2026-01-11 13:00:00,Order Status - Quidem aperiam dolor.
9026,40437,2389,Account Update,Critical,Closed,2024-03-12,2024-03-14 03:00:00,Account Update - Saepe placeat nihil assumenda similique.
9027,16147,1621,Return Request,Low,Closed,2025-09-08,2025-09-09 01:00:00,Return Request - Labore pariatur voluptatibus.
9028,43065,2670,Login Issue,Low,Closed,2024-05-16,2024-05-21 02:00:00,Login Issue - Omnis at cum distinctio voluptatum.
9029,34906,2859,Account Update,Critical,Closed,2024-12-15,2024-12-18 08:00:00,Account Update - Inventore omnis nobis.
9030,25223,1806,Account Update,High,Closed,2024-01-01,2024-01-03 17:00:00,Account Update - Praesentium aperiam sit.
9031,34333,1321,Payment Failure,High,Closed,2025-10-20,,Payment Failure - Cum aut qui.
9032,16331,2907,Return Request,High,In Progress,2026-01-22,2026-01-25 02:00:00,Return Request - Et cum quaerat accusantium.
9033,29635,512,Return Request,Low,Resolved,2025-08-27,2025-09-02 20:00:00,Return Request - Voluptates eius quasi.
9034,29150,1467,Return Request,Critical,Resolved,2025-10-27,2025-11-01 22:00:00,Return Request - Placeat quaerat explicabo necessitatibus illum.
9035,38983,2365,Payment Failure,Medium,In Progress,2025-09-09,2025-09-14 05:00:00,Payment Failure - Aliquam possimus iusto modi corrupti.
9036,39222,1923,Order Status,High,In Progress,2025-10-05,2025-10-11 22:00:00,Order Status - Facilis fugiat.
9037,24954,1872,Return Request,High,In Progress,2024-05-22,2024-05-27 01:00:00,Return Request - Voluptas minima.
9038,4872,1349,Return Request,Critical,Closed,2024-06-20,2024-06-24 00:00:00,Return Request - Saepe rem blanditiis maiores.
9039,3587,2784,Product Defect,Low,Resolved,2024-05-27,,Product Defect - Culpa esse illo ut.
9040,46647,2586,Order Status,Critical,Closed,2025-09-01,,Order Status - Ab eos adipisci.
9041,12514,1166,Return Request,High,Resolved,2024-02-28,2024-03-05 12:00:00,Return Request - Quisquam modi aut.
9042,2924,2407,Product Defect,High,Closed,2025-04-30,2025-05-01 07:00:00,Product Defect - Possimus labore.
9043,2215,175,Login Issue,Medium,In Progress,2024-05-04,2024-05-07 04:00:00,Login Issue - Voluptate beatae odit.
9044,18699,1680,Account Update,Medium,Open,2024-11-10,,Account Update - Nobis vero.
9045,49765,1048,Login Issue,Critical,Open,2025-10-21,2025-10-21 21:00:00,Login Issue - Accusantium rem expedita molestias.
9046,862,1367,Payment Failure,Critical,Open,2025-04-28,,Payment Failure - Nesciunt dolor quidem ipsa doloribus.
9047,47577,116,Login Issue,High,In Progress,2025-05-05,2025-05-09 12:00:00,Login Issue - Corrupti eligendi repellat.
9048,34568,1487,Return Request,Critical,In Progress,2024-10-27,,Return Request - Nemo sunt accusamus dolorem corrupti.
9049,7590,1669,Order Status,Medium,In Progress,2024-04-04,,Order Status - Sint nulla dolorum dolorum earum.
9050,29025,523,Order Status,Critical,Resolved,2026-02-09,2026-02-09 05:00:00,Order Status - Expedita sunt.
9051,15334,1951,Product Defect,Critical,Open,2026-01-23,2026-01-28 23:00:00,Product Defect - Eos veniam corrupti.
9052,19916,2881,Payment Failure,Medium,Open,2025-02-14,2025-02-15 10:00:00,Payment Failure - A rerum porro quo.
9053,22053,1860,Payment Failure,Medium,In Progress,2024-10-13,2024-10-16 06:00:00,Payment Failure - Nesciunt eos explicabo.
9054,7668,1508,Product Defect,Medium,In Progress,2025-07-29,2025-07-29 18:00:00,Product Defect - Exercitationem aut inventore asperiores.
9055,2668,1138,Login Issue,Critical,Closed,2025-07-28,2025-07-30 19:00:00,Login Issue - Consequuntur labore omnis facere ratione.
9056,15593,2084,Return Request,Low,Closed,2024-06-21,2024-06-22 07:00:00,Return Request - Architecto cumque dolore.
9057,298,49,Return Request,Low,Resolved,2025-04-10,2025-04-16 09:00:00,Return Request - Ut quaerat ratione minus corrupti.
9058,20098,1816,Order Status,Low,Closed,2024-01-30,2024-02-01 04:00:00,Order Status - Suscipit soluta nihil quisquam odit.
9059,49259,648,Return Request,Medium,Resolved,2024-10-11,2024-10-18 00:00:00,Return Request - Molestiae vero repellat est.
9060,46920,932,Account Update,Critical,In Progress,2024-01-08,2024-01-11 06:00:00,Account Update - Eaque ab unde odio possimus.
9061,26688,2914,Return Request,Critical,Open,2024-05-13,2024-05-18 12:00:00,Return Request - Nesciunt cumque.
9062,3774,279,Order Status,Medium,Open,2025-04-12,2025-04-13 14:00:00,Order Status - Nostrum harum animi nulla.
9063,2275,220,Product Defect,Medium,Closed,2025-11-30,2025-12-03 01:00:00,Product Defect - Placeat aut eaque nihil.
9064,19597,1668,Product Defect,Medium,Resolved,2024-07-19,,Product Defect - Voluptate fuga sed.
9065,43386,2598,Return Request,Critical,In Progress,2025-08-27,2025-08-31 00:00:00,Return Request - Cupiditate aspernatur aspernatur laudantium.
9066,37216,2160,Payment Failure,Medium,Closed,2025-08-18,2025-08-21 10:00:00,Payment Failure - Aliquam molestiae quod.
9067,29182,1904,Account Update,Critical,Resolved,2024-05-17,2024-05-22 17:00:00,Account Update - Eaque voluptate quos earum.
9068,8283,2448,Account Update,Medium,Resolved,2024-03-12,2024-03-14 16:00:00,Account Update - Unde eos neque.
9069,24514,245,Payment Failure,Medium,Closed,2025-11-06,,Payment Failure - Quidem aliquid ullam nulla reiciendis.
9070,15355,276,Payment Failure,Critical,In Progress,2024-02-16,2024-02-22 12:00:00,Payment Failure - Fugiat deleniti.
9071,6946,1244,Order Status,High,In Progress,2025-10-25,2025-10-27 21:00:00,Order Status - Laudantium accusantium maiores eius.
9072,8129,919,Payment Failure,Medium,Resolved,2024-03-17,2024-03-20 09:00:00,Payment Failure - Autem nesciunt natus eaque dolorum.
9073,14931,2249,Product Defect,Low,Closed,2024-02-09,,Product Defect - Error quasi nihil.
9074,42521,2894,Account Update,High,In Progress,2025-11-07,2025-11-10 08:00:00,Account Update - Nisi maxime.
9075,28427,620,Product Defect,Critical,Open,2024-06-05,,Product Defect - Quos quaerat libero.
9076,6647,672,Product Defect,Low,Closed,2024-07-15,2024-07-21 18:00:00,Product Defect - Voluptates cum.
9077,20463,179,Payment Failure,Low,Resolved,2025-10-04,2025-10-07 09:00:00,Payment Failure - Cumque molestiae esse corrupti.
9078,16921,1532,Account Update,Low,Open,2024-03-15,2024-03-19 07:00:00,Account Update - Eos labore.
9079,45395,2024,Login Issue,Medium,Closed,2024-04-14,2024-04-17 17:00:00,Login Issue - Delectus dolore corrupti assumenda.
9080,47290,1879,Order Status,High,Open,2026-02-09,2026-02-09 14:00:00,Order Status - Consectetur molestiae.
9081,3445,2672,Order Status,Medium,Open,2026-01-05,2026-01-05 13:00:00,Order Status - Consectetur saepe porro.
9082,41190,1036,Order Status,Medium,Resolved,2026-02-15,2026-02-16 05:00:00,Order Status - Deserunt aliquam delectus quod veniam.
9083,5375,1118,Order Status,Critical,Open,2026-01-17,,Order Status - Omnis fugit.
9084,8825,222,Payment Failure,Critical,Resolved,2025-07-22,2025-07-27 23:00:00,Payment Failure - Nisi enim quas ipsum natus.
9085,35045,1660,Login Issue,High,Resolved,2025-02-24,2025-03-02 04:00:00,Login Issue - Deleniti dolorem.
9086,7322,712,Payment Failure,Medium,Closed,2024-06-21,2024-06-27 13:00:00,Payment Failure - Vitae eius itaque.
9087,4518,1342,Order Status,High,Resolved,2025-12-02,2025-12-02 16:00:00,Order Status - Fuga id fuga.
9088,4779,1062,Login Issue,High,Open,2025-04-05,2025-04-10 11:00:00,Login Issue - Iste earum.
9089,27159,2115,Return Request,High,Resolved,2025-04-17,2025-04-23 13:00:00,Return Request - Delectus provident.
9090,46872,1770,Payment Failure,Low,Open,2025-12-05,2025-12-05 15:00:00,Payment Failure - Eius itaque eos.
9091,42447,2185,Product Defect,High,Closed,2025-04-06,2025-04-09 22:00:00,Product Defect - Et voluptatum alias at.
9092,42150,1265,Payment Failure,Critical,In Progress,2024-05-29,,Payment Failure - Optio adipisci repudiandae commodi.
9093,10816,693,Account Update,High,In Progress,2024-08-18,2024-08-24 05:00:00,Account Update - Officiis quaerat.
9094,8912,944,Account Update,Critical,Closed,2025-06-26,2025-07-02 12:00:00,Account Update - Natus blanditiis.
9095,46890,2807,Login Issue,Critical,Resolved,2025-06-30,2025-07-02 08:00:00,Login Issue - Odit tempore provident autem.
9096,37929,2795,Login Issue,Critical,Open,2025-06-26,,Login Issue - Quos occaecati repudiandae.
9097,7019,802,Payment Failure,High,Resolved,2024-06-10,2024-06-14 10:00:00,Payment Failure - Quae corporis expedita perspiciatis.
9098,45473,992,Account Update,Low,Resolved,2025-09-10,2025-09-11 13:00:00,Account Update - Beatae sequi cupiditate mollitia laboriosam.
9099,42885,1321,Order Status,Critical,Open,2025-09-16,,Order Status - Commodi illo quisquam.
9100,13184,1401,Account Update,Low,In Progress,2024-08-22,,Account Update - Quae quasi accusantium.
9101,28982,237,Order Status,Medium,Closed,2024-11-23,,Order Status - Atque quas laudantium itaque.
9102,44962,112,Return Request,Low,Closed,2024-06-10,,Return Request - Voluptas unde.
9103,27537,1459,Account Update,Low,In Progress,2024-07-03,2024-07-03 04:00:00,Account Update - Blanditiis magnam at.
9104,6649,544,Return Request,Low,Resolved,2024-01-11,2024-01-12 13:00:00,Return Request - Et commodi recusandae nam quidem.
9105,49653,1340,Product Defect,Medium,Resolved,2024-07-11,2024-07-11 12:00:00,Product Defect - Eius quae dolorum.
9106,36252,1734,Login Issue,High,Resolved,2024-06-14,2024-06-15 05:00:00,Login Issue - Alias modi ipsam neque.
9107,9958,667,Product Defect,Medium,In Progress,2025-12-13,,Product Defect - Iusto accusantium veritatis rem.
9108,2690,996,Payment Failure,Medium,Closed,2025-05-10,2025-05-12 15:00:00,Payment Failure - Mollitia ea.
9109,21065,1489,Payment Failure,Critical,Closed,2025-02-25,2025-02-26 09:00:00,Payment Failure - Perspiciatis itaque cumque.
9110,6921,797,Account Update,Low,Open,2024-08-29,2024-09-04 05:00:00,Account Update - Rem dolor ipsum aliquid adipisci.
9111,28013,2680,Return Request,Medium,In Progress,2024-12-24,2024-12-24 20:00:00,Return Request - Nisi voluptate molestias esse consequatur.
9112,48847,2602,Login Issue,Medium,Closed,2024-10-08,2024-10-13 11:00:00,Login Issue - Ad quo.
9113,40453,1249,Order Status,High,Open,2025-05-29,2025-05-31 13:00:00,Order Status - Expedita non saepe.
9114,45820,1334,Order Status,Critical,Closed,2025-09-06,2025-09-07 01:00:00,Order Status - Quam voluptate maiores.
9115,49357,266,Login Issue,Critical,Closed,2025-10-25,2025-10-29 01:00:00,Login Issue - Ipsam animi.
9116,44150,589,Payment Failure,Medium,Open,2025-07-20,,Payment Failure - Id eum consectetur excepturi.
9117,31115,102,Payment Failure,Medium,Closed,2026-01-05,2026-01-10 12:00:00,Payment Failure - Quasi sed maiores soluta.
9118,6497,391,Account Update,High,Closed,2024-05-06,,Account Update - Nisi quaerat pariatur.
9119,31660,812,Account Update,High,Resolved,2025-08-11,,Account Update - Vel sunt ipsam.
9120,18426,2082,Account Update,High,Resolved,2025-04-08,2025-04-14 10:00:00,Account Update - Consequatur quo distinctio.
9121,44104,641,Product Defect,High,Closed,2024-06-17,2024-06-22 14:00:00,Product Defect - Enim placeat optio quos.
9122,38227,946,Payment Failure,Low,Open,2025-08-03,2025-08-08 07:00:00,Payment Failure - Nobis soluta.
9123,9790,1199,Account Update,Critical,Closed,2026-01-27,2026-01-30 21:00:00,Account Update - Reiciendis autem consectetur aperiam iusto.
9124,41204,2939,Payment Failure,Medium,Open,2025-10-10,2025-10-14 13:00:00,Payment Failure - Maxime inventore.
9125,43165,2728,Product Defect,Medium,Resolved,2024-09-27,2024-09-28 12:00:00,Product Defect - Alias blanditiis aliquid fugit veniam.
9126,4514,2290,Account Update,Low,Open,2024-01-15,2024-01-17 00:00:00,Account Update - Voluptates soluta accusamus.
9127,7424,2861,Login Issue,Medium,Open,2024-04-13,2024-04-14 04:00:00,Login Issue - Voluptate saepe voluptate.
9128,40299,1777,Login Issue,Critical,Resolved,2025-08-23,2025-08-29 03:00:00,Login Issue - Sint repudiandae dolor.
9129,2375,2785,Product Defect,Medium,In Progress,2024-07-08,2024-07-10 08:00:00,Product Defect - Quas culpa laborum soluta.
9130,27839,1925,Login Issue,Low,Open,2025-03-05,2025-03-09 18:00:00,Login Issue - Corporis quod quas.
9131,45077,958,Login Issue,Low,Resolved,2025-09-17,2025-09-22 23:00:00,Login Issue - Facere ducimus pariatur expedita.
9132,17110,1226,Product Defect,High,Open,2024-07-12,2024-07-15 02:00:00,Product Defect - Illum deleniti.
9133,2961,1684,Product Defect,Critical,In Progress,2025-05-06,2025-05-07 04:00:00,Product Defect - Veritatis corporis asperiores.
9134,36766,1947,Payment Failure,High,In Progress,2025-05-10,2025-05-11 19:00:00,Payment Failure - Dolores alias impedit.
9135,25549,2529,Login Issue,Critical,Resolved,2024-09-09,2024-09-13 12:00:00,Login Issue - Voluptatum nisi asperiores doloremque.
9136,12334,2376,Product Defect,Medium,Open,2025-11-23,2025-11-25 19:00:00,Product Defect - Tempora fuga nemo.
9137,11414,917,Login Issue,Critical,Resolved,2024-10-21,2024-10-22 19:00:00,Login Issue - Harum eos cupiditate in sapiente.
9138,28384,1512,Order Status,High,Open,2026-02-22,2026-02-24 05:00:00,Order Status - Commodi inventore nisi.
9139,13309,427,Return Request,Critical,Closed,2025-11-29,,Return Request - Recusandae natus.
9140,20081,1,Account Update,Medium,Resolved,2024-12-27,2025-01-02 18:00:00,Account Update - Consequuntur ea.
9141,37007,369,Login Issue,Medium,Open,2024-09-25,2024-09-29 10:00:00,Login Issue - Nobis alias consequatur.
9142,3152,1497,Account Update,Critical,Resolved,2024-01-10,2024-01-14 18:00:00,Account Update - Provident aliquam magnam sunt eligendi.
9143,37741,2666,Order Status,High,Resolved,2025-07-13,2025-07-15 15:00:00,Order Status - Veniam voluptatibus autem non.
9144,46896,2874,Return Request,Low,Open,2025-02-14,2025-02-18 05:00:00,Return Request - Pariatur molestias numquam excepturi repudiandae.
9145,47347,987,Login Issue,Low,Open,2024-12-17,,Login Issue - Officia consequatur ratione ipsum voluptatibus.
9146,10278,2412,Account Update,High,Open,2024-03-04,2024-03-07 02:00:00,Account Update - Odio voluptas cum minima distinctio.
9147,48570,2395,Product Defect,Low,Resolved,2024-05-28,,Product Defect - Error molestiae.
9148,41286,257,Product Defect,High,Closed,2024-01-01,2024-01-05 07:00:00,Product Defect - Fugiat magni impedit vero.
9149,30770,2564,Login Issue,High,Closed,2025-04-02,2025-04-02 02:00:00,Login Issue - Sequi deleniti est eos sequi.
9150,48537,659,Return Request,Critical,Resolved,2024-07-02,,Return Request - Amet officiis fugit quisquam omnis.
9151,47810,2710,Account Update,Low,Open,2024-09-30,2024-10-05 05:00:00,Account Update - Nostrum incidunt.
9152,2350,717,Order Status,Medium,Resolved,2026-01-31,2026-02-06 14:00:00,Order Status - Incidunt quod ipsum fugit.
9153,14585,2840,Return Request,Low,Resolved,2025-05-12,2025-05-18 12:00:00,Return Request - Atque qui aliquam.
9154,2286,1411,Order Status,Low,Resolved,2024-10-18,2024-10-22 16:00:00,Order Status - Delectus dignissimos in.
9155,22641,2062,Order Status,Medium,Closed,2024-12-27,2024-12-29 17:00:00,Order Status - Similique ad harum recusandae.
9156,30465,1991,Login Issue,Critical,In Progress,2024-12-29,,Login Issue - Ab aspernatur nobis.
9157,24009,1736,Order Status,Critical,In Progress,2024-03-20,,Order Status - A possimus est voluptatibus tempore.
9158,39546,480,Order Status,Critical,Resolved,2024-09-01,2024-09-06 01:00:00,Order Status - Nostrum minus voluptate sapiente perspiciatis.
9159,42328,400,Payment Failure,Low,Closed,2024-03-20,2024-03-24 03:00:00,Payment Failure - Dolore saepe.
9160,28671,1762,Product Defect,Low,Resolved,2025-08-01,2025-08-04 05:00:00,Product Defect - Sit qui delectus vitae sint.
9161,15915,979,Order Status,Critical,Resolved,2024-10-08,2024-10-11 02:00:00,Order Status - Similique nisi adipisci soluta.
9162,27794,1581,Order Status,Medium,In Progress,2025-06-23,2025-06-24 02:00:00,Order Status - Minima optio dolorum.
9163,11970,1262,Return Request,Critical,Open,2024-11-25,2024-11-29 13:00:00,Return Request - Aliquam autem corrupti.
9164,32014,2392,Account Update,High,Open,2024-05-04,2024-05-10 19:00:00,Account Update - Asperiores officia officiis officia.
9165,21115,375,Payment Failure,High,In Progress,2025-03-27,2025-03-28 10:00:00,Payment Failure - Aspernatur architecto.
9166,24443,79,Login Issue,High,Closed,2025-08-31,2025-09-03 06:00:00,Login Issue - Eligendi nostrum quas id nobis.
9167,18195,1460,Login Issue,High,Open,2024-12-13,2024-12-16 15:00:00,Login Issue - Fuga culpa quam quasi.
9168,22727,2711,Account Update,Critical,Closed,2024-04-09,,Account Update - Blanditiis dolorum.
9169,24139,229,Return Request,Critical,Resolved,2024-01-28,2024-02-02 23:00:00,Return Request - At qui perspiciatis.
9170,23901,553,Return Request,Low,Open,2025-06-10,2025-06-14 13:00:00,Return Request - Doloremque ad architecto.
9171,49717,1550,Account Update,Low,Resolved,2024-11-06,2024-11-11 17:00:00,Account Update - Eius debitis iste.
9172,43087,2723,Login Issue,Critical,Closed,2024-10-15,2024-10-21 22:00:00,Login Issue - Fugit in minus.
9173,21139,604,Product Defect,High,In Progress,2024-12-16,2024-12-17 06:00:00,Product Defect - Earum incidunt quisquam.
9174,24683,1656,Account Update,Low,Open,2025-12-03,2025-12-04 09:00:00,Account Update - Libero voluptas.
9175,13739,247,Payment Failure,Medium,Closed,2025-09-20,,Payment Failure - Nihil aperiam magnam delectus asperiores.
9176,12126,1833,Login Issue,Medium,Resolved,2024-10-08,2024-10-11 15:00:00,Login Issue - Voluptatum aliquid incidunt.
9177,20262,2317,Account Update,Critical,Closed,2025-07-04,,Account Update - Alias alias harum illum.
9178,31136,3000,Return Request,Critical,Closed,2025-07-20,,Return Request - Velit quam nam ab.
9179,30069,2221,Login Issue,High,Resolved,2025-07-15,2025-07-20 12:00:00,Login Issue - Cum ullam ullam dolor.
9180,48047,1062,Product Defect,Medium,Closed,2025-10-27,2025-10-28 07:00:00,Product Defect - In odio inventore sed fuga.
9181,38181,2311,Login Issue,Low,Open,2024-01-18,2024-01-22 08:00:00,Login Issue - Corrupti quaerat facere.
9182,13258,631,Product Defect,Low,In Progress,2024-10-16,,Product Defect - Quasi hic perspiciatis neque minima.
9183,38982,2606,Account Update,Low,Open,2024-08-21,,Account Update - Numquam reiciendis repellendus.
9184,14755,2951,Return Request,Critical,Closed,2025-07-11,,Return Request - Repudiandae perferendis minima.
9185,47168,2000,Return Request,Low,Open,2025-09-27,2025-10-03 21:00:00,Return Request - Nisi necessitatibus.
9186,42579,2599,Login Issue,Critical,Closed,2025-03-11,2025-03-14 10:00:00,Login Issue - Perspiciatis in omnis occaecati.
9187,33051,1229,Product Defect,Critical,Resolved,2025-06-05,2025-06-05 07:00:00,Product Defect - Impedit omnis modi maiores.
9188,16093,20,Account Update,High,Resolved,2024-07-15,2024-07-21 09:00:00,Account Update - Unde quo impedit itaque asperiores.
9189,14375,249,Account Update,Medium,Resolved,2026-02-13,2026-02-17 04:00:00,Account Update - Eos dolores exercitationem.
9190,22214,2186,Account Update,Critical,In Progress,2024-05-14,2024-05-14 12:00:00,Account Update - Asperiores fuga eveniet.
9191,42129,1921,Return Request,Medium,Resolved,2026-02-14,2026-02-18 07:00:00,Return Request - Nulla quo totam maxime.
9192,25486,439,Return Request,High,Resolved,2024-03-14,,Return Request - Eos minus.
9193,10147,1246,Account Update,Medium,Open,2024-12-12,2024-12-12 22:00:00,Account Update - Id aperiam quae quos nihil.
9194,253,563,Login Issue,Low,Resolved,2024-09-17,2024-09-21 18:00:00,Login Issue - Sequi quibusdam sit in.
9195,48711,1341,Return Request,Medium,Open,2024-04-10,,Return Request - Soluta nisi ducimus animi debitis.
9196,57,2236,Order Status,Medium,In Progress,2025-07-02,2025-07-04 12:00:00,Order Status - Laborum excepturi harum ad hic.
9197,29152,305,Login Issue,High,Closed,2025-05-10,,Login Issue - Repellendus iusto nisi.
9198,46266,252,Login Issue,Medium,Open,2025-09-04,2025-09-08 05:00:00,Login Issue - Corporis recusandae voluptatem minus.
9199,40877,1628,Return Request,Medium,Open,2025-04-29,2025-04-30 23:00:00,Return Request - Repellendus veritatis eaque.
9200,22126,2286,Product Defect,Low,Open,2026-02-15,2026-02-19 23:00:00,Product Defect - Vero id rem.
9201,5877,1717,Product Defect,High,Closed,2024-11-15,2024-11-20 14:00:00,Product Defect - Architecto reprehenderit.
9202,1735,352,Return Request,Medium,In Progress,2024-06-11,2024-06-16 12:00:00,Return Request - Exercitationem labore.
9203,42343,1214,Product Defect,Low,Resolved,2024-04-05,2024-04-07 22:00:00,Product Defect - Alias explicabo corrupti.
9204,21478,944,Return Request,High,In Progress,2025-12-22,2025-12-26 12:00:00,Return Request - Saepe corrupti id voluptatum.
9205,17597,1028,Payment Failure,Critical,Resolved,2025-09-11,,Payment Failure - Veniam deserunt porro delectus.
9206,20587,1051,Login Issue,Critical,Closed,2025-12-25,2025-12-26 04:00:00,Login Issue - At repudiandae ut.
9207,27570,2633,Order Status,Low,In Progress,2025-09-21,2025-09-23 23:00:00,Order Status - Natus tenetur.
9208,43786,2980,Product Defect,Low,In Progress,2025-03-01,2025-03-05 03:00:00,Product Defect - Sunt accusamus.
9209,468,2101,Account Update,High,Closed,2024-04-21,2024-04-22 19:00:00,Account Update - Voluptas corporis porro.
9210,8241,270,Product Defect,Critical,Resolved,2026-01-28,,Product Defect - Quo aperiam nulla eius.
9211,6076,361,Login Issue,Medium,Closed,2024-02-05,2024-02-07 04:00:00,Login Issue - Ut optio perspiciatis placeat dolorem.
9212,38807,1300,Product Defect,Low,Open,2024-09-09,2024-09-13 16:00:00,Product Defect - Assumenda unde.
9213,27079,2072,Account Update,Low,Open,2025-07-20,,Account Update - Dolore amet voluptatibus distinctio.
