change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
7073,employees,791,salary,31220,34160,1278,2025-03-07 21:35:58,UPDATE
7074,employees,227,salary,69611,75947,256,2024-09-14 21:07:18,UPDATE
7075,employees,2697,salary,36901,43903,2673,2024-05-14 19:09:42,UPDATE
7076,products,2831,price,4199.85,4613.46,1036,2024-08-13 08:00:02,UPDATE
7077,products,4979,price,3739.31,3635.94,1298,2024-05-16 05:28:15,UPDATE
7078,products,1866,price,3635.24,3939.84,1277,2024-07-25 01:35:49,UPDATE
7079,products,4324,price,850.58,800.3,867,2025-01-30 11:50:31,UPDATE
7080,employees,2949,salary,78635,90823,859,2025-01-20 05:43:40,UPDATE
7081,products,5498,price,4155.6,3824.81,727,2024-08-03 03:56:48,UPDATE
7082,employees,2067,salary,75386,88275,1387,2024-04-18 03:18:27,UPDATE
7083,products,1345,price,1285.4,1337.76,355,2025-03-17 05:11:21,UPDATE
7084,employees,408,salary,77174,82873,1895,2024-07-17 07:39:10,UPDATE
7085,products,1831,price,1894.66,1757.86,1913,2025-09-17 10:06:40,UPDATE
7086,employees,1974,salary,37179,41077,2166,2024-10-30 21:43:57,UPDATE
7087,products,4712,price,1968.95,1908.13,586,2026-02-24 04:17:54,UPDATE
7088,products,1040,price,4589.87,4576.47,2623,2025-12-07 12:53:38,UPDATE
7089,products,5074,price,228.97,235.96,1508,2024-02-21 13:18:12,UPDATE
7090,products,5190,price,4276.09,4450.51,804,2024-10-30 18:40:38,UPDATE
7091,products,5365,price,2436.55,2324.25,1458,2025-06-11 04:44:04,UPDATE
7092,products,2467,price,4701.68,4987.37,2955,2024-09-06 10:22:07,UPDATE
7093,products,3230,price,4920.53,4485.54,2040,2026-02-24 00:48:29,UPDATE
7094,products,1210,price,1307.02,1401.68,386,2025-08-01 18:13:18,UPDATE
7095,products,2197,price,3120.76,3010.29,2683,2024-06-04 23:11:03,UPDATE
7096,employees,768,salary,68896,77341,2859,2024-03-20 06:15:29,UPDATE
7097,employees,100,salary,64537,76533,2789,2025-05-08 04:12:53,UPDATE
7098,employees,393,salary,62707,72933,1032,2026-01-04 13:17:41,UPDATE
7099,products,5254,price,1958.04,2063.75,2596,2024-02-01 19:44:25,UPDATE
7100,employees,1870,salary,44317,47058,506,2025-10-27 04:56:55,UPDATE
7101,products,5501,price,4945.28,4923.16,1508,2024-05-25 17:34:14,UPDATE
7102,products,4254,price,244.94,242.02,91,2025-11-15 10:11:57,UPDATE
7103,employees,124,salary,38110,40197,75,2024-03-10 13:58:13,UPDATE
7104,products,5139,price,1915.25,1883.06,2573,2026-02-15 14:38:15,UPDATE
7105,products,3309,price,318.59,291.82,949,2026-01-11 14:50:30,UPDATE
7106,products,3497,price,388.47,352.34,1236,2025-06-13 14:12:23,UPDATE
7107,products,1231,price,1661.33,1731.17,393,2025-11-10 22:53:18,UPDATE
7108,products,509,price,1375.16,1302.9,2490,2025-06-07 15:12:53,UPDATE
7109,products,2536,price,155.8,159.35,2790,2024-03-10 08:47:31,UPDATE
7110,employees,41,salary,66256,78409,2414,2025-11-14 15:10:16,UPDATE
7111,products,5043,price,2839.01,3003.35,206,2025-02-21 08:48:11,UPDATE
7112,products,3029,price,600.99,550.47,1764,2026-01-27 00:09:09,UPDATE
7113,employees,2087,salary,44447,50253,1364,2024-07-13 07:09:01,UPDATE
7114,employees,2462,salary,60943,66063,1479,2024-02-02 04:11:05,UPDATE
7115,employees,1304,salary,32452,34276,1330,2026-01-02 19:42:38,UPDATE
7116,employees,2401,salary,41337,45599,2684,2025-12-02 21:44:42,UPDATE
7117,products,817,price,936.05,878.29,1305,2025-09-03 12:27:45,UPDATE
7118,employees,826,salary,43934,47448,2554,2026-01-09 05:47:55,UPDATE
7119,products,2453,price,454.27,421.52,2541,2024-07-10 04:48:46,UPDATE
7120,products,5705,price,489.05,532.4,667,2024-09-11 14:21:37,UPDATE
7121,products,4458,price,4136.05,4107.95,233,2025-10-14 18:35:51,UPDATE
7122,products,1465,price,3973.09,4208.85,2518,2025-06-24 20:09:24,UPDATE
7123,products,2955,price,3075.41,3305.47,615,2024-11-09 02:02:30,UPDATE
7124,products,1303,price,2628.95,2416.43,1750,2024-05-01 23:42:49,UPDATE
7125,employees,1320,salary,64474,73236,432,2024-12-20 16:00:24,UPDATE
7126,products,1050,price,668.88,618.91,1338,2024-02-19 01:12:12,UPDATE
7127,products,887,price,610.92,584.18,635,2024-01-27 10:54:34,UPDATE
7128,products,3137,price,4587.84,4566.04,2947,2025-09-23 07:10:03,UPDATE
7129,products,3022,price,2011.0,2199.35,1757,2026-02-13 03:46:31,UPDATE
7130,employees,1582,salary,59452,68116,2671,2025-09-21 14:51:57,UPDATE
7131,products,3962,price,2082.99,2066.46,2508,2024-11-04 16:58:42,UPDATE
7132,products,5992,price,4324.51,4185.13,760,2024-08-30 12:20:02,UPDATE
7133,products,4483,price,2562.63,2648.6,546,2025-01-24 18:59:57,UPDATE
7134,products,20,price,1878.11,1980.86,1638,2026-01-11 00:47:24,UPDATE
7135,products,2769,price,1742.86,1645.88,1536,2025-08-22 01:01:56,UPDATE
7136,products,5386,price,1805.08,1925.86,1711,2024-05-22 04:30:26,UPDATE
7137,products,5447,price,3361.7,3569.01,1500,2025-07-03 18:48:42,UPDATE
7138,products,3644,price,2938.61,2740.59,20,2026-02-21 16:32:11,UPDATE
7139,employees,1487,salary,55691,63135,277,2025-10-20 16:08:48,UPDATE
7140,products,5026,price,2210.1,2371.07,2238,2024-08-14 01:19:09,UPDATE
7141,employees,2541,salary,39662,43320,748,2026-01-09 13:06:55,UPDATE
7142,products,2999,price,3698.03,3859.45,108,2025-11-08 18:04:34,UPDATE
7143,products,3562,price,763.13,713.09,267,2024-02-27 07:36:34,UPDATE
7144,products,1358,price,3406.72,3082.9,2265,2025-11-25 09:41:50,UPDATE
7145,employees,819,salary,70969,82002,476,2025-01-17 13:23:31,UPDATE
7146,products,1063,price,2809.72,3016.58,1386,2024-12-21 02:20:03,UPDATE
7147,products,4674,price,2896.81,2711.08,1513,2026-01-16 14:09:20,UPDATE
7148,products,1844,price,2406.98,2461.71,2604,2024-05-13 18:47:41,UPDATE
7149,products,632,price,871.34,870.27,289,2024-11-05 04:45:32,UPDATE
7150,products,32,price,1620.2,1645.91,1359,2024-11-23 01:52:14,UPDATE
7151,products,4257,price,772.23,821.97,1576,2024-06-19 21:13:23,UPDATE
7152,products,689,price,3808.74,3431.91,2347,2025-08-31 23:59:44,UPDATE
7153,employees,75,salary,32848,36281,1115,2024-09-27 16:17:42,UPDATE
7154,products,4975,price,4258.63,4106.89,2020,2025-07-11 16:14:45,UPDATE
7155,products,1605,price,921.12,864.82,529,2025-06-07 19:02:45,UPDATE
7156,products,5863,price,546.36,533.02,629,2025-11-30 13:37:05,UPDATE
7157,employees,907,salary,54455,60633,2688,2024-09-10 07:24:33,UPDATE
7158,products,685,price,1205.62,1317.43,789,2025-09-18 10:32:38,UPDATE
7159,products,130,price,4423.03,4318.6,1927,2025-08-05 05:58:50,UPDATE
7160,products,267,price,142.4,140.04,174,2024-03-05 21:48:37,UPDATE
7161,employees,2496,salary,78478,92484,2982,2024-07-27 08:50:41,UPDATE
7162,employees,1510,salary,73756,88260,2367,2024-08-01 13:20:19,UPDATE
7163,products,4523,price,3299.07,3104.84,820,2024-07-30 07:17:01,UPDATE
7164,employees,557,salary,44771,51866,1291,2024-08-10 01:16:44,UPDATE
7165,products,2048,price,3244.83,2942.67,1585,2025-05-20 02:03:01,UPDATE
7166,employees,632,salary,47729,55522,2819,2024-06-21 11:29:28,UPDATE
7167,employees,1294,salary,70837,78557,2009,2024-08-11 15:24:07,UPDATE
7168,employees,1808,salary,30361,33905,1460,2024-09-13 20:59:18,UPDATE
7169,employees,1845,salary,50378,60247,1588,2025-03-27 15:16:45,UPDATE
7170,employees,728,salary,52892,57216,1206,2025-12-29 23:55:46,UPDATE
7171,products,3570,price,360.71,373.7,797,2025-12-01 19:08:45,UPDATE
7172,employees,453,salary,69242,75653,2833,2024-02-09 15:08:21,UPDATE
7173,products,3823,price,3577.5,3469.32,986,2024-12-06 04:15:14,UPDATE
7174,products,4040,price,2140.86,2003.09,824,2025-09-20 17:12:33,UPDATE
7175,employees,2305,salary,43530,48300,2310,2025-03-28 11:24:22,UPDATE
7176,products,1516,price,1614.1,1680.12,425,2024-10-12 10:44:41,UPDATE
7177,employees,1502,salary,70171,74458,127,2025-12-26 11:12:52,UPDATE
7178,products,2008,price,1053.61,1123.82,1547,2025-07-26 03:15:19,UPDATE
7179,products,943,price,412.96,408.98,2032,2024-03-07 21:12:31,UPDATE
7180,products,2827,price,1635.58,1787.35,1798,2024-04-01 11:29:59,UPDATE
7181,employees,141,salary,73861,81081,227,2026-02-02 07:54:41,UPDATE
7182,employees,2640,salary,64236,70977,2143,2024-06-01 23:31:23,UPDATE
7183,employees,790,salary,35160,37543,1661,2024-01-23 04:57:15,UPDATE
7184,employees,2080,salary,37831,42667,816,2025-07-31 09:23:14,UPDATE
7185,employees,221,salary,39987,46940,224,2024-10-27 19:02:56,UPDATE
7186,products,5712,price,4423.3,4803.07,615,2024-07-28 00:45:27,UPDATE
7187,employees,2297,salary,60590,72015,507,2025-06-29 19:43:41,UPDATE
7188,employees,1389,salary,62090,67765,635,2026-02-09 04:21:31,UPDATE
7189,products,3163,price,3362.77,3094.08,2975,2026-02-10 19:56:59,UPDATE
7190,products,3671,price,478.65,445.64,2477,2024-08-17 01:25:07,UPDATE
7191,products,2171,price,4522.13,4838.21,1267,2025-05-13 04:53:50,UPDATE
7192,employees,2897,salary,77882,88515,300,2024-05-29 05:26:06,UPDATE
7193,products,3548,price,3120.29,3415.19,688,2024-01-31 13:28:28,UPDATE
7194,products,3694,price,2451.17,2344.2,1161,2024-03-12 04:19:59,UPDATE
7195,employees,2517,salary,57021,64714,1374,2024-12-30 13:55:33,UPDATE
7196,products,581,price,3570.91,3443.71,2387,2025-07-25 11:16:59,UPDATE
7197,products,874,price,1424.75,1308.27,183,2024-01-30 02:31:17,UPDATE
7198,products,4831,price,3256.33,3152.91,456,2025-02-17 08:20:15,UPDATE
7199,products,5367,price,420.0,413.61,1392,2026-01-07 19:35:38,UPDATE
7200,products,2418,price,3351.15,3524.93,2486,2025-07-10 13:58:43,UPDATE
7201,employees,1855,salary,43827,46296,2782,2025-03-24 08:43:21,UPDATE
7202,products,2724,price,3684.55,3678.92,602,2025-10-08 11:58:31,UPDATE
7203,products,4215,price,469.25,442.86,883,2025-04-21 13:51:11,UPDATE
7204,employees,294,salary,75824,81038,2229,2024-01-07 20:46:41,UPDATE
7205,products,4406,price,991.9,1054.8,1550,2025-02-04 13:09:20,UPDATE
7206,employees,2397,salary,73913,78630,2017,2024-07-09 15:27:59,UPDATE
7207,employees,1607,salary,63089,66328,1129,2025-03-03 08:09:30,UPDATE
7208,employees,2345,salary,51494,60590,2700,2025-06-21 00:40:10,UPDATE
7209,products,5352,price,3561.16,3530.49,2959,2024-03-30 06:58:25,UPDATE
7210,employees,1415,salary,33343,36813,1926,2025-02-26 08:38:30,UPDATE
7211,products,1667,price,2245.96,2295.37,1139,2025-12-07 00:58:23,UPDATE
7212,products,2193,price,407.37,386.53,493,2024-11-18 00:09:58,UPDATE
7213,products,5139,price,315.77,305.44,1727,2024-04-12 04:38:12,UPDATE
7214,products,1642,price,2126.09,2029.92,111,2025-02-18 19:22:52,UPDATE
7215,products,771,price,4698.23,4512.99,1453,2024-09-20 03:43:48,UPDATE
7216,products,3241,price,2385.1,2417.01,2909,2025-03-23 09:37:30,UPDATE
7217,products,740,price,2805.71,2802.78,728,2025-05-31 13:02:42,UPDATE
7218,products,373,price,1171.04,1111.76,2335,2024-04-26 09:58:06,UPDATE
7219,products,2038,price,3085.06,3139.19,170,2025-07-17 20:47:43,UPDATE
7220,products,464,price,4432.1,4830.22,2103,2025-09-13 10:20:35,UPDATE
7221,products,3235,price,1883.96,1927.44,133,2024-03-15 13:04:15,UPDATE
7222,employees,640,salary,62731,70829,1090,2025-06-29 02:20:34,UPDATE
7223,products,3763,price,3474.74,3479.3,1354,2024-12-18 06:55:23,UPDATE
7224,employees,2682,salary,49743,57142,1283,2025-10-02 11:32:18,UPDATE
7225,employees,227,salary,62244,74375,2292,2025-10-10 10:40:37,UPDATE
7226,products,4518,price,3608.28,3622.98,2196,2024-07-07 19:21:55,UPDATE
7227,products,4037,price,1551.83,1622.62,1721,2024-06-23 20:26:01,UPDATE
7228,products,2528,price,4740.6,4607.0,1478,2025-12-04 16:01:14,UPDATE
7229,products,4049,price,4306.63,4030.73,2841,2024-05-25 23:27:59,UPDATE
7230,employees,841,salary,54381,63539,1515,2024-05-04 15:38:21,UPDATE
7231,products,63,price,3932.57,3638.6,1127,2025-03-20 01:51:59,UPDATE
7232,products,525,price,3530.41,3483.9,2861,2025-11-11 00:03:06,UPDATE
7233,employees,1383,salary,38336,41258,1347,2025-09-29 20:06:42,UPDATE
7234,employees,578,salary,54475,58815,482,2025-03-18 19:39:20,UPDATE
7235,employees,1344,salary,73798,77550,1727,2025-05-25 17:16:20,UPDATE
7236,employees,1087,salary,70734,78536,1218,2025-07-23 02:04:15,UPDATE
7237,products,5225,price,3102.76,3073.64,2818,2024-01-22 20:49:22,UPDATE
7238,products,4952,price,3049.23,3053.24,2716,2025-05-03 08:03:17,UPDATE
7239,products,4905,price,2820.54,2800.09,2802,2024-02-03 19:28:38,UPDATE
7240,employees,49,salary,79464,92529,2931,2024-11-26 01:49:39,UPDATE
7241,products,534,price,1758.67,1662.78,1015,2024-09-05 14:22:31,UPDATE
7242,employees,2425,salary,77988,84648,2132,2024-10-02 20:38:38,UPDATE
7243,employees,1049,salary,77285,84001,1311,2024-12-30 19:13:05,UPDATE
7244,employees,1317,salary,68606,72244,2205,2025-09-06 15:09:53,UPDATE
7245,products,817,price,1143.6,1035.48,902,2025-01-30 17:32:27,UPDATE
7246,employees,2761,salary,31576,34349,1721,2025-06-16 19:28:07,UPDATE
7247,employees,2683,salary,37848,44652,889,2025-04-22 00:53:53,UPDATE
7248,products,4869,price,2235.32,2149.9,2216,2024-09-20 09:32:51,UPDATE
7249,products,4563,price,1242.91,1238.75,2258,2025-08-26 05:07:11,UPDATE
7250,employees,2129,salary,61754,71955,1697,2024-02-04 03:00:04,UPDATE
7251,employees,2414,salary,47233,50794,2872,2024-07-24 04:21:09,UPDATE
7252,employees,2697,salary,42860,50498,1040,2024-10-20 15:53:23,UPDATE
7253,products,3351,price,2397.01,2554.46,1375,2024-08-19 08:54:49,UPDATE
7254,employees,2424,salary,66396,73151,1093,2026-02-05 18:02:05,UPDATE
7255,products,5246,price,113.08,124.37,1681,2024-09-21 14:12:42,UPDATE
7256,products,4850,price,2736.74,2896.62,349,2026-02-22 11:15:05,UPDATE
7257,products,900,price,1466.21,1500.03,2358,2025-08-08 20:07:52,UPDATE
7258,employees,2596,salary,68141,78605,123,2025-04-17 16:33:31,UPDATE
7259,employees,140,salary,36650,43350,2544,2025-01-27 14:29:34,UPDATE
7260,employees,1165,salary,71608,80231,1076,2025-03-23 18:47:15,UPDATE
7261,products,3086,price,4384.88,4161.43,537,2025-08-06 13:57:09,UPDATE
7262,products,3652,price,769.18,706.41,2160,2025-06-12 16:39:49,UPDATE
7263,employees,2754,salary,67876,72989,2951,2025-12-08 15:40:09,UPDATE
7264,products,650,price,4309.55,4554.63,1853,2026-01-04 14:57:12,UPDATE
7265,products,5105,price,785.38,716.21,2673,2025-03-31 13:43:06,UPDATE
7266,products,1892,price,1343.34,1429.54,896,2024-08-19 14:23:42,UPDATE
7267,products,2057,price,4689.96,4899.97,2395,2025-06-21 06:23:22,UPDATE
7268,products,2460,price,836.45,850.25,2711,2025-04-08 07:17:26,UPDATE
7269,products,5646,price,4981.52,5271.57,161,2025-03-29 20:52:16,UPDATE
7270,products,4187,price,3641.44,3814.31,972,2025-08-06 10:10:37,UPDATE
7271,products,1571,price,1758.65,1854.07,2054,2024-10-12 14:00:21,UPDATE
7272,products,5900,price,3001.73,2891.11,1454,2025-04-26 03:26:13,UPDATE
7273,employees,2453,salary,72382,76439,2531,2024-03-08 20:13:33,UPDATE
7274,employees,1837,salary,67018,73517,2120,2025-01-06 11:06:15,UPDATE
7275,employees,2967,salary,56990,62323,2405,2025-10-15 14:20:47,UPDATE
7276,products,4249,price,3277.22,3059.46,1970,2024-03-09 02:47:39,UPDATE
7277,employees,231,salary,50425,54435,1017,2025-01-28 13:48:40,UPDATE
7278,products,5987,price,2994.26,2795.28,780,2025-06-11 19:29:01,UPDATE
7279,employees,452,salary,38795,41004,1154,2025-10-14 11:11:47,UPDATE
7280,products,438,price,3421.71,3660.0,2596,2025-11-20 19:34:43,UPDATE
7281,products,3782,price,2159.85,2113.16,1164,2024-03-25 13:51:27,UPDATE
7282,employees,2346,salary,71953,78678,1091,2025-04-23 06:39:28,UPDATE
7283,employees,694,salary,66276,78246,235,2024-08-20 16:59:36,UPDATE
7284,products,3683,price,4020.7,4168.18,362,2025-06-27 23:53:28,UPDATE
7285,products,3254,price,194.42,176.87,1839,2024-11-10 08:06:34,UPDATE
7286,employees,884,salary,61072,68285,595,2024-03-07 06:55:30,UPDATE
7287,employees,2849,salary,53714,56573,2633,2025-04-28 00:18:46,UPDATE
7288,products,4977,price,3851.7,3517.74,1521,2025-12-20 22:39:50,UPDATE
7289,products,3942,price,689.49,730.18,944,2026-02-13 11:38:24,UPDATE
7290,employees,769,salary,32263,36092,2177,2024-07-13 07:38:40,UPDATE
7291,products,2724,price,3424.07,3758.59,1602,2025-11-09 02:35:43,UPDATE
7292,employees,2681,salary,62468,72335,470,2025-11-13 06:12:25,UPDATE
7293,employees,2064,salary,50463,58589,257,2024-03-01 15:52:41,UPDATE
7294,products,458,price,3472.57,3406.59,728,2025-06-30 03:04:20,UPDATE
7295,products,2336,price,4286.37,4660.59,724,2026-01-17 04:44:39,UPDATE
7296,products,4973,price,4847.51,4914.14,1097,2024-02-27 06:00:42,UPDATE
7297,products,4479,price,3785.62,3591.0,1708,2025-01-06 17:48:23,UPDATE
7298,employees,1460,salary,68321,81945,1158,2025-10-09 17:07:58,UPDATE
7299,products,848,price,2893.15,2652.69,2947,2025-06-12 12:58:51,UPDATE
7300,products,244,price,4725.64,5056.89,1304,2024-07-03 10:32:16,UPDATE
7301,employees,702,salary,35068,38564,1048,2024-04-12 10:59:54,UPDATE
7302,products,1080,price,2551.81,2440.32,1769,2024-08-11 04:13:15,UPDATE
7303,products,1562,price,3983.23,3995.45,88,2024-09-11 06:16:13,UPDATE
7304,products,5176,price,239.56,231.77,305,2024-06-19 12:36:53,UPDATE
7305,products,3838,price,2798.89,2830.0,1870,2025-01-04 10:24:08,UPDATE
7306,employees,2489,salary,59243,64439,986,2025-10-28 00:03:42,UPDATE
7307,products,2320,price,1148.46,1048.89,1655,2026-02-11 14:20:27,UPDATE
7308,products,3661,price,2435.57,2590.75,2163,2024-03-03 07:19:05,UPDATE
7309,products,6006,price,2741.44,2912.92,2337,2025-10-02 05:40:40,UPDATE
7310,products,2707,price,2809.36,2967.33,1621,2025-12-29 04:50:03,UPDATE
7311,products,1477,price,1044.51,966.8,209,2025-12-04 21:35:16,UPDATE
7312,products,3133,price,4101.5,3865.9,2205,2024-09-14 14:38:55,UPDATE
7313,products,3783,price,2428.98,2205.04,124,2025-11-21 20:51:18,UPDATE
7314,products,5927,price,2067.74,1945.25,2152,2024-06-26 00:29:40,UPDATE
7315,employees,1840,salary,64505,76765,739,2025-01-19 12:45:55,UPDATE
7316,products,2715,price,3606.23,3717.13,2049,2024-03-19 12:20:56,UPDATE
7317,employees,1898,salary,53865,59313,508,2025-02-13 14:20:32,UPDATE
7318,employees,2967,salary,34571,41057,981,2025-11-05 17:58:25,UPDATE
7319,products,5979,price,2418.51,2643.07,590,2025-01-04 03:11:45,UPDATE
7320,products,2141,price,3401.79,3372.14,1695,2024-08-06 00:43:17,UPDATE
7321,products,4240,price,2376.74,2481.26,141,2024-10-02 07:32:58,UPDATE
7322,products,3523,price,823.81,744.69,1660,2025-08-12 21:29:30,UPDATE
7323,products,4751,price,1636.16,1769.96,2282,2024-05-15 08:25:23,UPDATE
7324,employees,808,salary,69230,74379,2986,2025-07-22 08:10:18,UPDATE
7325,products,4311,price,429.09,470.49,1687,2024-05-03 04:23:58,UPDATE
7326,products,5429,price,4953.06,4585.83,710,2024-02-05 17:22:24,UPDATE
7327,employees,2548,salary,49288,58629,1090,2024-03-05 08:31:11,UPDATE
7328,products,4850,price,4578.78,4171.43,2721,2024-04-11 03:32:41,UPDATE
7329,products,3677,price,4018.38,3827.33,1831,2024-07-18 00:18:31,UPDATE
7330,employees,32,salary,77719,92430,2579,2025-11-16 04:30:14,UPDATE
7331,products,364,price,4241.59,4250.71,1121,2025-11-02 23:12:47,UPDATE
7332,products,304,price,4795.5,5049.46,1398,2025-06-28 05:57:22,UPDATE
7333,products,5603,price,3004.32,2798.1,344,2025-04-06 01:26:59,UPDATE
7334,products,4405,price,3157.59,3135.15,529,2024-11-06 01:40:33,UPDATE
7335,employees,2096,salary,39738,46532,2494,2025-09-16 04:29:36,UPDATE
7336,products,1891,price,3330.44,3232.92,1632,2026-02-12 00:53:34,UPDATE
7337,employees,2268,salary,73563,81085,747,2025-12-06 02:35:37,UPDATE
7338,employees,1468,salary,56695,66545,299,2024-01-28 06:44:04,UPDATE
7339,products,5932,price,3394.25,3562.89,570,2024-02-12 22:19:10,UPDATE
7340,products,3066,price,233.21,241.61,861,2024-05-01 06:27:18,UPDATE
7341,products,5508,price,4777.31,4835.01,2427,2025-10-15 13:03:29,UPDATE
7342,products,2674,price,1830.08,1878.73,2858,2025-10-11 12:19:52,UPDATE
7343,products,5894,price,578.45,635.54,2913,2024-05-22 02:06:50,UPDATE
7344,employees,2831,salary,51478,54125,2483,2025-09-16 11:53:46,UPDATE
7345,employees,255,salary,56642,61065,2916,2025-01-06 17:48:13,UPDATE
7346,products,1201,price,2906.96,3177.65,1080,2025-08-02 01:58:32,UPDATE
7347,products,2268,price,2673.88,2554.19,359,2025-08-17 20:51:05,UPDATE
7348,employees,232,salary,74753,84113,1850,2024-02-12 02:52:55,UPDATE
7349,products,5779,price,1986.88,1896.95,2592,2024-10-13 11:03:42,UPDATE
7350,products,3831,price,2999.6,2869.07,1685,2024-11-10 04:07:09,UPDATE
7351,employees,209,salary,47746,51239,1107,2024-02-22 05:28:50,UPDATE
7352,products,1554,price,1133.44,1074.07,2888,2025-08-17 02:34:23,UPDATE
7353,employees,2935,salary,56522,64809,2990,2025-01-23 03:14:05,UPDATE
7354,products,1868,price,661.97,647.34,379,2024-06-21 17:57:30,UPDATE
7355,products,4820,price,2082.09,2084.06,351,2024-12-30 12:34:29,UPDATE
7356,products,5692,price,614.21,606.42,829,2025-11-11 09:42:55,UPDATE
7357,employees,2715,salary,76811,87670,519,2024-06-19 14:28:24,UPDATE
7358,employees,2799,salary,75571,80567,1078,2024-03-04 22:22:50,UPDATE
7359,products,3802,price,1965.31,1953.28,2152,2024-03-18 16:29:23,UPDATE
7360,products,3668,price,4080.1,3873.33,2370,2025-07-10 07:57:42,UPDATE
7361,employees,538,salary,31075,37012,2183,2026-02-02 06:14:19,UPDATE
7362,products,3403,price,2358.53,2440.6,2933,2025-06-22 16:38:31,UPDATE
7363,products,1831,price,684.03,636.21,684,2024-10-04 15:25:06,UPDATE
7364,employees,2237,salary,58896,69149,2288,2024-03-02 22:44:26,UPDATE
7365,employees,2008,salary,40558,46093,787,2025-11-03 09:00:47,UPDATE
7366,products,1095,price,2281.02,2389.39,1934,2025-02-22 22:39:42,UPDATE
7367,products,4561,price,1129.53,1119.84,39,2025-08-27 13:33:25,UPDATE
7368,products,2687,price,4204.35,4127.37,1459,2025-04-09 14:09:15,UPDATE
7369,products,5464,price,1453.31,1517.39,1454,2024-03-13 12:48:31,UPDATE
7370,employees,1915,salary,32646,34341,1291,2024-10-08 10:54:08,UPDATE
7371,products,1485,price,1143.25,1174.31,2574,2024-01-08 18:19:05,UPDATE
7372,employees,1916,salary,51864,59033,21,2024-01-18 17:04:19,UPDATE
7373,employees,1434,salary,77289,84941,2847,2024-08-29 23:59:39,UPDATE
7374,employees,626,salary,67499,79929,3000,2026-01-26 15:11:32,UPDATE
7375,products,1082,price,4220.37,4183.48,528,2025-07-16 00:17:38,UPDATE
7376,products,3508,price,3047.86,2851.45,1986,2024-05-19 01:09:45,UPDATE
7377,products,3554,price,1890.86,1991.29,804,2025-12-28 10:13:35,UPDATE
7378,products,5314,price,2317.77,2535.85,1153,2026-01-24 00:53:08,UPDATE
7379,products,3440,price,2060.81,2061.49,1036,2025-04-28 14:55:57,UPDATE
7380,products,2865,price,2317.33,2448.65,2298,2026-01-02 17:42:03,UPDATE
7381,products,479,price,2067.92,2050.21,738,2024-03-02 02:10:50,UPDATE
7382,employees,2015,salary,42897,47391,570,2024-07-04 14:09:01,UPDATE
7383,products,4588,price,1792.71,1716.64,2258,2025-06-12 08:54:48,UPDATE
7384,products,2503,price,2827.41,2988.6,1081,2025-07-01 15:50:45,UPDATE
7385,employees,1760,salary,37238,41844,2570,2026-01-23 17:04:26,UPDATE
7386,products,3906,price,1919.46,2035.7,1249,2024-07-09 08:30:36,UPDATE
7387,products,1536,price,2714.24,2931.94,1928,2024-01-02 22:47:15,UPDATE
7388,products,3717,price,2759.07,2954.37,1253,2024-10-27 12:14:30,UPDATE
7389,products,512,price,2253.57,2197.87,1776,2024-11-04 07:00:44,UPDATE
7390,products,5525,price,4985.2,4696.44,2161,2024-01-01 14:13:58,UPDATE
7391,employees,524,salary,52563,60302,2578,2025-07-12 22:13:39,UPDATE
7392,products,56,price,4547.65,4596.81,1087,2025-06-19 02:30:35,UPDATE
7393,products,1453,price,1804.25,1888.48,1365,2025-11-24 08:04:00,UPDATE
7394,products,5964,price,1856.74,1881.37,976,2025-05-27 02:37:43,UPDATE
7395,products,4181,price,1285.38,1365.82,981,2025-03-08 07:22:21,UPDATE
7396,products,2251,price,3461.66,3677.42,1209,2024-04-11 09:44:28,UPDATE
7397,products,4908,price,2922.21,2863.45,526,2024-04-28 01:04:22,UPDATE
7398,employees,2713,salary,64463,67941,545,2024-10-18 03:07:26,UPDATE
7399,products,5274,price,4018.0,4083.19,2157,2024-06-05 06:29:45,UPDATE
7400,products,5258,price,2466.78,2679.22,133,2024-05-29 08:43:50,UPDATE
7401,products,1298,price,2946.81,3010.78,2845,2024-09-07 00:51:02,UPDATE
7402,products,158,price,191.34,199.46,280,2025-07-04 06:24:09,UPDATE
7403,products,612,price,3801.59,4014.53,2441,2025-01-09 20:39:51,UPDATE
7404,employees,734,salary,68446,80383,1699,2026-01-07 14:32:38,UPDATE
7405,employees,1863,salary,64732,74030,2040,2024-11-30 13:51:25,UPDATE
7406,products,483,price,2093.51,1941.56,1236,2024-08-19 10:15:57,UPDATE
7407,products,5515,price,3069.24,3304.4,1796,2024-08-09 05:50:21,UPDATE
7408,products,2393,price,3972.08,3918.76,2497,2024-11-11 12:37:06,UPDATE
7409,products,2532,price,1581.5,1501.25,526,2024-05-07 20:11:47,UPDATE
7410,products,3128,price,3692.84,3346.1,903,2025-05-01 11:26:37,UPDATE
7411,employees,2171,salary,39979,47178,276,2024-08-09 08:54:19,UPDATE
7412,products,586,price,2386.23,2534.35,2201,2025-05-23 22:50:13,UPDATE
7413,products,1274,price,930.82,920.84,740,2025-04-01 09:06:29,UPDATE
7414,products,224,price,2136.53,2285.38,298,2025-06-28 18:20:34,UPDATE
7415,employees,2847,salary,65000,68584,2487,2024-09-23 14:54:34,UPDATE
7416,employees,394,salary,79580,95290,105,2026-02-07 19:15:38,UPDATE
